time	V(a)	V(b)	V(c)	V(d)	V(out)
3.193214285710470e-006	1.348184e+000	4.978653e+000	2.523429e-002	5.147363e+000	2.976429e+000
3.201499999996175e-006	1.328922e+000	4.978865e+000	2.514142e-002	5.152068e+000	3.059550e+000
3.212642857139018e-006	1.303022e+000	4.979103e+000	2.502614e-002	5.158461e+000	3.166933e+000
3.223785714281862e-006	1.277236e+000	4.979314e+000	2.490443e-002	5.164816e+000	3.270676e+000
3.234928571424706e-006	1.251563e+000	4.979500e+000	2.477629e-002	5.171133e+000	3.370778e+000
3.246071428567550e-006	1.226004e+000	4.979658e+000	2.464172e-002	5.177412e+000	3.467240e+000
3.257214285710394e-006	1.200559e+000	4.979791e+000	2.450072e-002	5.183654e+000	3.560061e+000
3.268357142853238e-006	1.175226e+000	4.979897e+000	2.435329e-002	5.189858e+000	3.649241e+000
3.279499999996081e-006	1.150008e+000	4.979977e+000	2.419944e-002	5.196025e+000	3.734781e+000
3.286357142853216e-006	1.134581e+000	4.980026e+000	2.414044e-002	5.199988e+000	3.786238e+000
3.293214285710351e-006	1.119228e+000	4.980062e+000	2.394620e-002	5.202980e+000	3.836722e+000
3.300071428567486e-006	1.103950e+000	4.980083e+000	2.361672e-002	5.205000e+000	3.886233e+000
3.306928571424620e-006	1.088746e+000	4.980090e+000	2.315201e-002	5.206048e+000	3.934772e+000
3.313785714281755e-006	1.073615e+000	4.980083e+000	2.255205e-002	5.206124e+000	3.982337e+000
3.320642857138889e-006	1.058559e+000	4.980062e+000	2.181686e-002	5.205229e+000	4.028930e+000
3.327499999996024e-006	1.043577e+000	4.980027e+000	2.094643e-002	5.203362e+000	4.074550e+000
3.336071428567442e-006	1.024812e+000	4.979953e+000	1.962766e-002	5.199512e+000	4.129183e+000
3.344642857138861e-006	1.006039e+000	4.979864e+000	1.816382e-002	5.194424e+000	4.181243e+000
3.353214285710279e-006	9.872565e-001	4.979762e+000	1.655490e-002	5.188096e+000	4.230732e+000
3.361785714281697e-006	9.684661e-001	4.979644e+000	1.480093e-002	5.180529e+000	4.277649e+000
3.370357142853116e-006	9.496672e-001	4.979513e+000	1.290188e-002	5.171723e+000	4.321995e+000
3.378928571424534e-006	9.308598e-001	4.979367e+000	1.085776e-002	5.161678e+000	4.363768e+000
3.387499999995952e-006	9.120440e-001	4.979207e+000	8.668572e-003	5.150393e+000	4.402969e+000
3.397071428567370e-006	8.910468e-001	4.979041e+000	6.254916e-003	5.137537e+000	4.443744e+000
3.406642857138786e-006	8.701737e-001	4.978885e+000	3.793938e-003	5.123710e+000	4.482070e+000
3.416214285710204e-006	8.494247e-001	4.978737e+000	1.285640e-003	5.108913e+000	4.517949e+000
3.425785714281621e-006	8.288000e-001	4.978599e+000	-1.269980e-003	5.093145e+000	4.551380e+000
3.435357142853038e-006	8.082994e-001	4.978469e+000	-3.872922e-003	5.076407e+000	4.582362e+000
3.444928571424455e-006	7.879230e-001	4.978349e+000	-6.523184e-003	5.058699e+000	4.610897e+000
3.454499999995872e-006	7.676708e-001	4.978238e+000	-9.220768e-003	5.040020e+000	4.636983e+000
3.471928571424423e-006	7.312230e-001	4.978092e+000	-1.409632e-002	5.004384e+000	4.678551e+000
3.489357142852973e-006	6.957883e-001	4.978008e+000	-1.899754e-002	4.966346e+000	4.716183e+000
3.506785714281524e-006	6.613666e-001	4.977985e+000	-2.392443e-002	4.925907e+000	4.749880e+000
3.524214285710075e-006	6.279581e-001	4.978023e+000	-2.887697e-002	4.883067e+000	4.779641e+000
3.541642857138625e-006	5.955626e-001	4.978123e+000	-3.385517e-002	4.837826e+000	4.805467e+000
3.559071428567176e-006	5.641802e-001	4.978283e+000	-3.885904e-002	4.790185e+000	4.827357e+000
3.576499999995726e-006	5.338109e-001	4.978505e+000	-4.388857e-002	4.740142e+000	4.845312e+000
3.611499999995684e-006	4.771663e-001	4.979170e+000	-5.459139e-002	4.627514e+000	4.875088e+000
3.646499999995643e-006	4.248278e-001	4.979939e+000	-6.483731e-002	4.512388e+000	4.900239e+000
3.681499999995601e-006	3.767952e-001	4.980812e+000	-7.462633e-002	4.394765e+000	4.920764e+000
3.716499999995559e-006	3.330687e-001	4.981789e+000	-8.395845e-002	4.274645e+000	4.936664e+000
3.751499999995517e-006	2.936482e-001	4.982869e+000	-9.283367e-002	4.152027e+000	4.947938e+000
3.786499999995475e-006	2.585337e-001	4.984053e+000	-1.012520e-001	4.026911e+000	4.954587e+000
3.821499999995433e-006	2.277251e-001	4.985340e+000	-1.092134e-001	3.899298e+000	4.956611e+000
3.838928571423984e-006	2.135612e-001	4.985912e+000	-1.132970e-001	3.835878e+000	4.958604e+000
3.856357142852534e-006	2.001296e-001	4.986478e+000	-1.172763e-001	3.772256e+000	4.960407e+000
3.873785714281085e-006	1.874302e-001	4.987038e+000	-1.211514e-001	3.708433e+000	4.962022e+000
3.891214285709636e-006	1.754630e-001	4.987592e+000	-1.249222e-001	3.644408e+000	4.963447e+000
3.908642857138187e-006	1.642281e-001	4.988139e+000	-1.285888e-001	3.580182e+000	4.964683e+000
3.926071428566737e-006	1.537254e-001	4.988679e+000	-1.321512e-001	3.515755e+000	4.965730e+000
3.943499999995288e-006	1.439550e-001	4.989214e+000	-1.356093e-001	3.451127e+000	4.966587e+000
3.955928571423844e-006	1.373323e-001	4.989642e+000	-1.375862e-001	3.405022e+000	4.967175e+000
3.968357142852400e-006	1.309858e-001	4.990123e+000	-1.386116e-001	3.358986e+000	4.967730e+000
3.980785714280957e-006	1.249156e-001	4.990657e+000	-1.386856e-001	3.313020e+000	4.968252e+000
3.993214285709514e-006	1.191217e-001	4.991246e+000	-1.378082e-001	3.267124e+000	4.968742e+000
4.005642857138071e-006	1.136041e-001	4.991887e+000	-1.359794e-001	3.221296e+000	4.969198e+000
4.018071428566627e-006	1.083627e-001	4.992583e+000	-1.331991e-001	3.175539e+000	4.969622e+000
4.030499999995184e-006	1.033977e-001	4.993331e+000	-1.294675e-001	3.129850e+000	4.970013e+000
4.039214285709459e-006	1.000493e-001	4.993901e+000	-1.259170e-001	3.097923e+000	4.970281e+000
4.047928571423734e-006	9.680651e-002	4.994502e+000	-1.215529e-001	3.066085e+000	4.970541e+000
4.056642857138010e-006	9.366937e-002	4.995135e+000	-1.163751e-001	3.034336e+000	4.970793e+000
4.065357142852284e-006	9.063785e-002	4.995798e+000	-1.103836e-001	3.002677e+000	4.971038e+000
4.074071428566560e-006	8.771197e-002	4.996492e+000	-1.035785e-001	2.971107e+000	4.971276e+000
4.082785714280835e-006	8.489171e-002	4.997218e+000	-9.595972e-002	2.939626e+000	4.971507e+000
4.091499999995111e-006	8.217709e-002	4.997974e+000	-8.752728e-002	2.908235e+000	4.971730e+000
4.092499999995109e-006	8.187073e-002	4.998063e+000	-8.648945e-002	2.904642e+000	4.971756e+000
4.100214285709386e-006	7.955341e-002	4.998760e+000	-7.812726e-002	2.876963e+000	4.971950e+000
4.107928571423663e-006	7.730328e-002	4.999484e+000	-6.893722e-002	2.849379e+000	4.972141e+000
4.115642857137939e-006	7.512034e-002	5.000235e+000	-5.891932e-002	2.821891e+000	4.972328e+000
4.123357142852215e-006	7.300459e-002	5.001012e+000	-4.807357e-002	2.794497e+000	4.972512e+000
4.131071428566492e-006	7.095603e-002	5.001816e+000	-3.639995e-002	2.767198e+000	4.972694e+000
4.138785714280768e-006	6.897467e-002	5.002646e+000	-2.389848e-002	2.739994e+000	4.972872e+000
4.146499999995045e-006	6.706050e-002	5.003504e+000	-1.056914e-002	2.712885e+000	4.973047e+000
4.149499999995041e-006	6.633084e-002	5.003845e+000	-5.112021e-003	2.702373e+000	4.973114e+000
4.151499999995039e-006	6.584946e-002	5.004075e+000	-1.395521e-003	2.695373e+000	4.973159e+000
4.153499999995037e-006	6.537211e-002	5.004306e+000	2.384315e-003	2.688380e+000	4.973204e+000
4.156499999995033e-006	6.466357e-002	5.004658e+000	8.173971e-003	2.677904e+000	4.973271e+000
4.163499999995025e-006	6.304739e-002	5.005492e+000	2.218777e-002	2.653521e+000	4.973425e+000
4.170499999995016e-006	6.147588e-002	5.006354e+000	3.708025e-002	2.629224e+000	4.973578e+000
4.177499999995008e-006	5.994905e-002	5.007244e+000	5.285141e-002	2.605014e+000	4.973728e+000
4.184499999995000e-006	5.846689e-002	5.008161e+000	6.950126e-002	2.580890e+000	4.973877e+000
4.191499999994991e-006	5.702942e-002	5.009106e+000	8.702979e-002	2.556854e+000	4.974025e+000
4.198499999994983e-006	5.563662e-002	5.010079e+000	1.054370e-001	2.532904e+000	4.974170e+000
4.205499999994974e-006	5.428851e-002	5.011080e+000	1.247229e-001	2.509041e+000	4.974314e+000
4.216785714280675e-006	5.220499e-002	5.012743e+000	1.576011e-001	2.470796e+000	4.974545e+000
4.228071428566376e-006	5.021745e-002	5.014518e+000	1.935300e-001	2.432712e+000	4.974768e+000
4.239357142852076e-006	4.832590e-002	5.016406e+000	2.325095e-001	2.394788e+000	4.974983e+000
4.250642857137778e-006	4.653032e-002	5.018406e+000	2.745398e-001	2.357025e+000	4.975191e+000
4.261928571423479e-006	4.483072e-002	5.020518e+000	3.196207e-001	2.319423e+000	4.975392e+000
4.273214285709179e-006	4.322710e-002	5.022742e+000	3.677524e-001	2.281981e+000	4.975585e+000
4.284499999994880e-006	4.171946e-002	5.025078e+000	4.189347e-001	2.244700e+000	4.975771e+000
4.292642857137728e-006	4.068447e-002	5.026878e+000	4.584216e-001	2.217737e+000	4.975896e+000
4.300785714280575e-006	3.969041e-002	5.028757e+000	4.998910e-001	2.190824e+000	4.976013e+000
4.308928571423422e-006	3.873727e-002	5.030716e+000	5.433431e-001	2.163961e+000	4.976125e+000
4.317071428566269e-006	3.782507e-002	5.032754e+000	5.887777e-001	2.137148e+000	4.976230e+000
4.325214285709117e-006	3.695379e-002	5.034872e+000	6.361950e-001	2.110385e+000	4.976329e+000
4.333357142851964e-006	3.612345e-002	5.037069e+000	6.855949e-001	2.083672e+000	4.976421e+000
4.341499999994812e-006	3.533403e-002	5.039346e+000	7.369774e-001	2.057008e+000	4.976507e+000
4.344499999994808e-006	3.504937e-002	5.040192e+000	7.562906e-001	2.047216e+000	4.976535e+000
4.361785714280502e-006	3.350189e-002	5.045071e+000	8.715670e-001	1.991875e+000	4.976721e+000
4.379071428566195e-006	3.210842e-002	5.050533e+000	9.969696e-001	1.936348e+000	4.976845e+000
4.396357142851889e-006	3.086899e-002	5.056577e+000	1.132499e+000	1.880636e+000	4.976905e+000
4.413642857137583e-006	2.978358e-002	5.063203e+000	1.278154e+000	1.824739e+000	4.976902e+000
4.430928571423277e-006	2.885220e-002	5.070412e+000	1.433935e+000	1.768656e+000	4.976837e+000
4.448214285708970e-006	2.807484e-002	5.078203e+000	1.599843e+000	1.712387e+000	4.976709e+000
4.465499999994664e-006	2.745151e-002	5.086577e+000	1.775877e+000	1.655933e+000	4.976518e+000
4.481357142851787e-006	2.702260e-002	5.094757e+000	1.946360e+000	1.606516e+000	4.976589e+000
4.497214285708912e-006	2.663231e-002	5.103032e+000	2.115982e+000	1.559213e+000	4.976735e+000
4.513071428566035e-006	2.628061e-002	5.111404e+000	2.284742e+000	1.514024e+000	4.976957e+000
4.528928571423159e-006	2.596753e-002	5.119871e+000	2.452641e+000	1.470948e+000	4.977254e+000
4.544785714280283e-006	2.569305e-002	5.128434e+000	2.619677e+000	1.429986e+000	4.977627e+000
4.560642857137407e-006	2.545717e-002	5.137092e+000	2.785852e+000	1.391138e+000	4.978074e+000
4.576499999994531e-006	2.525990e-002	5.145847e+000	2.951165e+000	1.354404e+000	4.978598e+000
4.589071428565944e-006	2.513184e-002	5.153082e+000	3.076156e+000	1.325014e+000	4.978898e+000
4.601642857137358e-006	2.499650e-002	5.160271e+000	3.196486e+000	1.295781e+000	4.979164e+000
4.614214285708772e-006	2.485386e-002	5.167416e+000	3.312156e+000	1.266705e+000	4.979395e+000
4.626785714280185e-006	2.470394e-002	5.174515e+000	3.423165e+000	1.237785e+000	4.979591e+000
4.639357142851598e-006	2.454673e-002	5.181568e+000	3.529513e+000	1.209021e+000	4.979752e+000
4.651928571423012e-006	2.438223e-002	5.188577e+000	3.631201e+000	1.180414e+000	4.979879e+000
4.664499999994426e-006	2.421044e-002	5.195540e+000	3.728227e+000	1.151963e+000	4.979970e+000
4.671357142851560e-006	2.416168e-002	5.199584e+000	3.779786e+000	1.136524e+000	4.980021e+000
4.678214285708695e-006	2.397940e-002	5.202666e+000	3.830381e+000	1.121160e+000	4.980058e+000
4.685071428565829e-006	2.366358e-002	5.204786e+000	3.880013e+000	1.105872e+000	4.980081e+000
4.691928571422965e-006	2.321424e-002	5.205946e+000	3.928681e+000	1.090659e+000	4.980090e+000
4.698785714280099e-006	2.263138e-002	5.206144e+000	3.976386e+000	1.075522e+000	4.980085e+000
4.705642857137234e-006	2.191499e-002	5.205380e+000	4.023127e+000	1.060460e+000	4.980066e+000
4.712499999994368e-006	2.106507e-002	5.203655e+000	4.068905e+000	1.045473e+000	4.980032e+000
4.721071428565786e-006	1.976558e-002	5.199951e+000	4.123793e+000	1.026709e+000	4.979961e+000
4.729642857137205e-006	1.831950e-002	5.195001e+000	4.176109e+000	1.007936e+000	4.979875e+000
4.738214285708623e-006	1.672685e-002	5.188805e+000	4.225853e+000	9.891551e-001	4.979774e+000
4.746785714280042e-006	1.498760e-002	5.181363e+000	4.273025e+000	9.703649e-001	4.979658e+000
4.755357142851460e-006	1.310178e-002	5.172676e+000	4.317626e+000	9.515659e-001	4.979528e+000
4.763928571422879e-006	1.106936e-002	5.162742e+000	4.359655e+000	9.327582e-001	4.979382e+000
4.772499999994297e-006	8.890363e-003	5.151563e+000	4.399113e+000	9.139416e-001	4.979222e+000
4.782214285708571e-006	6.442062e-003	5.138572e+000	4.440725e+000	8.926242e-001	4.979054e+000
4.791928571422845e-006	3.945631e-003	5.124587e+000	4.479810e+000	8.714339e-001	4.978894e+000
4.801642857137119e-006	1.401072e-003	5.109608e+000	4.516369e+000	8.503708e-001	4.978744e+000
4.811357142851393e-006	-1.191617e-003	5.093635e+000	4.550402e+000	8.294347e-001	4.978603e+000
4.821071428565667e-006	-3.832435e-003	5.076669e+000	4.581908e+000	8.086257e-001	4.978472e+000
4.830785714279941e-006	-6.521383e-003	5.058708e+000	4.610887e+000	7.879438e-001	4.978349e+000
4.840499999994215e-006	-9.258459e-003	5.039754e+000	4.637340e+000	7.673890e-001	4.978236e+000
4.857928571422766e-006	-1.413368e-002	5.004102e+000	4.678861e+000	7.309470e-001	4.978091e+000
4.875357142851316e-006	-1.903482e-002	4.966047e+000	4.716452e+000	6.955188e-001	4.978008e+000
4.892785714279867e-006	-2.396189e-002	4.925590e+000	4.750114e+000	6.611043e-001	4.977985e+000
4.910214285708418e-006	-2.891488e-002	4.882730e+000	4.779845e+000	6.277035e-001	4.978024e+000
4.927642857136969e-006	-3.389379e-002	4.837467e+000	4.805646e+000	5.953165e-001	4.978124e+000
4.945071428565519e-006	-3.889862e-002	4.789802e+000	4.827518e+000	5.639432e-001	4.978285e+000
4.962499999994069e-006	-4.392937e-002	4.739735e+000	4.845459e+000	5.335837e-001	4.978507e+000
4.984357142851186e-006	-5.074595e-002	4.670426e+000	4.866505e+000	4.975288e-001	4.978854e+000
5.006214285708303e-006	-5.735281e-002	4.599849e+000	4.884982e+000	4.632258e-001	4.979264e+000
5.028071428565419e-006	-6.374997e-002	4.528001e+000	4.900889e+000	4.306747e-001	4.979737e+000
5.049928571422537e-006	-6.993742e-002	4.454884e+000	4.914226e+000	3.998755e-001	4.980272e+000
5.071785714279653e-006	-7.591515e-002	4.380498e+000	4.924993e+000	3.708283e-001	4.980871e+000
5.093642857136770e-006	-8.168318e-002	4.304842e+000	4.933190e+000	3.435330e-001	4.981532e+000
5.115499999993887e-006	-8.724149e-002	4.227916e+000	4.938818e+000	3.179896e-001	4.982257e+000
5.116499999993885e-006	-8.749288e-002	4.224398e+000	4.939098e+000	3.168591e-001	4.982289e+000
5.144928571422423e-006	-9.445173e-002	4.123480e+000	4.945493e+000	2.865398e-001	4.983262e+000
5.173357142850960e-006	-1.012665e-001	4.021825e+000	4.951030e+000	2.584643e-001	4.984218e+000
5.201785714279498e-006	-1.079372e-001	3.919432e+000	4.955709e+000	2.326328e-001	4.985159e+000
5.230214285708035e-006	-1.144638e-001	3.816302e+000	4.959532e+000	2.090451e-001	4.986083e+000
5.258642857136573e-006	-1.208464e-001	3.712433e+000	4.962498e+000	1.877013e-001	4.986992e+000
5.287071428565110e-006	-1.270849e-001	3.607827e+000	4.964606e+000	1.686014e-001	4.987885e+000
5.315499999993647e-006	-1.331793e-001	3.502482e+000	4.965858e+000	1.517454e-001	4.988762e+000
5.327785714279347e-006	-1.356761e-001	3.456923e+000	4.966494e+000	1.448491e-001	4.989146e+000
5.340071428565046e-006	-1.373869e-001	3.411405e+000	4.967094e+000	1.382350e-001	4.989577e+000
5.352357142850746e-006	-1.383116e-001	3.365929e+000	4.967656e+000	1.319030e-001	4.990054e+000
5.364642857136446e-006	-1.384501e-001	3.320496e+000	4.968180e+000	1.258533e-001	4.990578e+000
5.376928571422146e-006	-1.378026e-001	3.275104e+000	4.968668e+000	1.200858e-001	4.991149e+000
5.389214285707845e-006	-1.363690e-001	3.229755e+000	4.969118e+000	1.146005e-001	4.991767e+000
5.401499999993545e-006	-1.341492e-001	3.184448e+000	4.969531e+000	1.093974e-001	4.992432e+000
5.413071428564959e-006	-1.308953e-001	3.141899e+000	4.969905e+000	1.047170e-001	4.993125e+000
5.424642857136375e-006	-1.262459e-001	3.099503e+000	4.970265e+000	1.002263e-001	4.993873e+000
5.436214285707789e-006	-1.202010e-001	3.057258e+000	4.970611e+000	9.592517e-002	4.994675e+000
5.447785714279204e-006	-1.127606e-001	3.015166e+000	4.970944e+000	9.181372e-002	4.995533e+000
5.459357142850618e-006	-1.039248e-001	2.973225e+000	4.971263e+000	8.789193e-002	4.996445e+000
5.470928571422033e-006	-9.369341e-002	2.931437e+000	4.971569e+000	8.415979e-002	4.997412e+000
5.482499999993448e-006	-8.206659e-002	2.889801e+000	4.971860e+000	8.061730e-002	4.998435e+000
5.489785714279153e-006	-7.379947e-002	2.863703e+000	4.972042e+000	7.846295e-002	4.999105e+000
5.497071428564859e-006	-6.478596e-002	2.837690e+000	4.972220e+000	7.636796e-002	4.999800e+000
5.504357142850564e-006	-5.502605e-002	2.811763e+000	4.972396e+000	7.433234e-002	5.000518e+000
5.511642857136271e-006	-4.451975e-002	2.785922e+000	4.972569e+000	7.235609e-002	5.001261e+000
5.518928571421976e-006	-3.326706e-002	2.760165e+000	4.972740e+000	7.043921e-002	5.002027e+000
5.526214285707681e-006	-2.126796e-002	2.734494e+000	4.972908e+000	6.858170e-002	5.002818e+000
5.533499999993387e-006	-8.522475e-003	2.708909e+000	4.973073e+000	6.678355e-002	5.003632e+000
5.536499999993383e-006	-3.012117e-003	2.698402e+000	4.973140e+000	6.605735e-002	5.003975e+000
5.538499999993381e-006	7.402381e-004	2.691406e+000	4.973185e+000	6.557826e-002	5.004206e+000
5.541499999993377e-006	6.488245e-003	2.680926e+000	4.973251e+000	6.486713e-002	5.004556e+000
5.548214285707655e-006	1.982463e-002	2.657526e+000	4.973400e+000	6.331011e-002	5.005353e+000
5.554928571421933e-006	3.396296e-002	2.634205e+000	4.973546e+000	6.179444e-002	5.006175e+000
5.561642857136211e-006	4.890324e-002	2.610965e+000	4.973692e+000	6.032012e-002	5.007023e+000
5.568357142850488e-006	6.464546e-002	2.587804e+000	4.973835e+000	5.888716e-002	5.007896e+000
5.575071428564766e-006	8.118962e-002	2.564723e+000	4.973977e+000	5.749556e-002	5.008794e+000
5.581785714279043e-006	9.853573e-002	2.541722e+000	4.974117e+000	5.614531e-002	5.009717e+000
5.588499999993321e-006	1.166838e-001	2.518800e+000	4.974256e+000	5.483641e-002	5.010665e+000
5.599642857136165e-006	1.484981e-001	2.480979e+000	4.974484e+000	5.275203e-002	5.012286e+000
5.610785714279009e-006	1.832398e-001	2.443321e+000	4.974706e+000	5.076206e-002	5.014014e+000
5.621928571421853e-006	2.209089e-001	2.405827e+000	4.974920e+000	4.886650e-002	5.015849e+000
5.633071428564696e-006	2.615053e-001	2.368496e+000	4.975128e+000	4.706535e-002	5.017790e+000
5.644214285707540e-006	3.050292e-001	2.331329e+000	4.975329e+000	4.535862e-002	5.019838e+000
5.655357142850384e-006	3.514805e-001	2.294326e+000	4.975523e+000	4.374629e-002	5.021992e+000
5.666499999993228e-006	4.008592e-001	2.257485e+000	4.975710e+000	4.222837e-002	5.024253e+000
5.675071428564646e-006	4.414974e-001	2.229098e+000	4.975844e+000	4.111784e-002	5.026109e+000
5.683642857136065e-006	4.843309e-001	2.200761e+000	4.975970e+000	4.005312e-002	5.028053e+000
5.692214285707483e-006	5.293597e-001	2.172474e+000	4.976090e+000	3.903422e-002	5.030086e+000
5.700785714278901e-006	5.765838e-001	2.144238e+000	4.976203e+000	3.806113e-002	5.032207e+000
5.709357142850319e-006	6.260032e-001	2.116053e+000	4.976308e+000	3.713385e-002	5.034417e+000
5.717928571421738e-006	6.776178e-001	2.087918e+000	4.976407e+000	3.625238e-002	5.036715e+000
5.726499999993156e-006	7.314278e-001	2.059834e+000	4.976499e+000	3.541673e-002	5.039101e+000
5.729499999993153e-006	7.506959e-001	2.050041e+000	4.976527e+000	3.513112e-002	5.039947e+000
5.746928571421703e-006	8.664983e-001	1.994223e+000	4.976716e+000	3.356361e-002	5.044847e+000
5.764357142850253e-006	9.925856e-001	1.938222e+000	4.976842e+000	3.215271e-002	5.050338e+000
5.781785714278804e-006	1.128958e+000	1.882039e+000	4.976903e+000	3.089842e-002	5.056419e+000
5.799214285707355e-006	1.275614e+000	1.825674e+000	4.976902e+000	2.980074e-002	5.063090e+000
5.816642857135906e-006	1.432556e+000	1.769128e+000	4.976837e+000	2.885967e-002	5.070352e+000
5.834071428564456e-006	1.599783e+000	1.712399e+000	4.976708e+000	2.807521e-002	5.078204e+000
5.851499999993007e-006	1.777294e+000	1.655488e+000	4.976516e+000	2.744736e-002	5.086647e+000
5.867357142850130e-006	1.947793e+000	1.606101e+000	4.976589e+000	2.701902e-002	5.094827e+000
5.883214285707255e-006	2.117423e+000	1.558825e+000	4.976737e+000	2.662921e-002	5.103103e+000
5.899071428564378e-006	2.286183e+000	1.513658e+000	4.976960e+000	2.627793e-002	5.111475e+000
5.914928571421503e-006	2.454072e+000	1.470600e+000	4.977258e+000	2.596518e-002	5.119942e+000
5.930785714278626e-006	2.621092e+000	1.429653e+000	4.977631e+000	2.569096e-002	5.128506e+000
5.946642857135751e-006	2.787242e+000	1.390815e+000	4.978078e+000	2.545526e-002	5.137166e+000
5.962499999992874e-006	2.952522e+000	1.354087e+000	4.978601e+000	2.525810e-002	5.145921e+000
5.975071428564287e-006	3.077463e+000	1.324700e+000	4.978901e+000	2.513014e-002	5.153157e+000
5.987642857135701e-006	3.197743e+000	1.295470e+000	4.979167e+000	2.499487e-002	5.160347e+000
6.000214285707115e-006	3.313364e+000	1.266395e+000	4.979397e+000	2.485228e-002	5.167491e+000
6.012785714278528e-006	3.424324e+000	1.237477e+000	4.979593e+000	2.470237e-002	5.174591e+000
6.025357142849941e-006	3.530624e+000	1.208715e+000	4.979754e+000	2.454514e-002	5.181644e+000
6.037928571421356e-006	3.632264e+000	1.180109e+000	4.979880e+000	2.438060e-002	5.188653e+000
6.050499999992769e-006	3.729244e+000	1.151660e+000	4.979971e+000	2.420874e-002	5.195615e+000
6.057357142849903e-006	3.780787e+000	1.136222e+000	4.980022e+000	2.415846e-002	5.199647e+000
6.064214285707038e-006	3.831365e+000	1.120861e+000	4.980059e+000	2.397436e-002	5.202715e+000
6.071071428564173e-006	3.880978e+000	1.105574e+000	4.980081e+000	2.365647e-002	5.204821e+000
6.077928571421308e-006	3.929626e+000	1.090362e+000	4.980090e+000	2.320476e-002	5.205963e+000
6.084785714278442e-006	3.977309e+000	1.075226e+000	4.980085e+000	2.261925e-002	5.206142e+000
6.091642857135577e-006	4.024028e+000	1.060165e+000	4.980065e+000	2.189993e-002	5.205358e+000
6.098499999992711e-006	4.069782e+000	1.045179e+000	4.980032e+000	2.104681e-002	5.203611e+000
6.104357142849847e-006	4.107545e+000	1.032363e+000	4.979988e+000	2.019110e-002	5.201284e+000
6.110214285706983e-006	4.144105e+000	1.019541e+000	4.979936e+000	1.925922e-002	5.198341e+000
6.116071428564119e-006	4.179462e+000	1.006713e+000	4.979875e+000	1.825118e-002	5.194779e+000
6.121928571421255e-006	4.213616e+000	9.938780e-001	4.979806e+000	1.716698e-002	5.190601e+000
6.127785714278391e-006	4.246567e+000	9.810369e-001	4.979728e+000	1.600661e-002	5.185805e+000
6.133642857135527e-006	4.278315e+000	9.681894e-001	4.979642e+000	1.477007e-002	5.180391e+000
6.139499999992662e-006	4.308860e+000	9.553355e-001	4.979548e+000	1.345737e-002	5.174360e+000
6.140499999992661e-006	4.313950e+000	9.531406e-001	4.979531e+000	1.322989e-002	5.173286e+000
6.144357142849799e-006	4.333224e+000	9.446690e-001	4.979465e+000	1.232024e-002	5.168897e+000
6.148214285706938e-006	4.352013e+000	9.362028e-001	4.979399e+000	1.139786e-002	5.164357e+000
6.152071428564076e-006	4.370317e+000	9.277420e-001	4.979333e+000	1.046274e-002	5.159666e+000
6.155928571421214e-006	4.388135e+000	9.192866e-001	4.979267e+000	9.514886e-003	5.154824e+000
6.159785714278352e-006	4.405468e+000	9.108366e-001	4.979201e+000	8.554300e-003	5.149831e+000
6.163642857135491e-006	4.422315e+000	9.023920e-001	4.979135e+000	7.580979e-003	5.144687e+000
6.167499999992629e-006	4.438676e+000	8.939528e-001	4.979068e+000	6.594925e-003	5.139392e+000
6.175785714278333e-006	4.472101e+000	8.758320e-001	4.978929e+000	4.467930e-003	5.127566e+000
6.184071428564038e-006	4.503735e+000	8.578111e-001	4.978796e+000	2.306585e-003	5.115019e+000
6.192357142849742e-006	4.533577e+000	8.398903e-001	4.978671e+000	1.108913e-004	5.101750e+000
6.200642857135447e-006	4.561628e+000	8.220695e-001	4.978554e+000	-2.119152e-003	5.087761e+000
6.208928571421151e-006	4.587888e+000	8.043487e-001	4.978443e+000	-4.383545e-003	5.073051e+000
6.217214285706855e-006	4.612355e+000	7.867280e-001	4.978341e+000	-6.682287e-003	5.057620e+000
6.225499999992560e-006	4.635032e+000	7.692073e-001	4.978245e+000	-9.015379e-003	5.041468e+000
6.243071428563967e-006	4.677141e+000	7.324287e-001	4.978096e+000	-1.392992e-002	5.005633e+000
6.260642857135375e-006	4.715242e+000	6.966786e-001	4.978009e+000	-1.887080e-002	4.967355e+000
6.278214285706782e-006	4.749333e+000	6.619571e-001	4.977985e+000	-2.383801e-002	4.926634e+000
6.295785714278190e-006	4.779415e+000	6.282642e-001	4.978022e+000	-2.883155e-002	4.883471e+000
6.313357142849597e-006	4.805488e+000	5.955998e-001	4.978122e+000	-3.385143e-002	4.837866e+000
6.330928571421005e-006	4.827551e+000	5.639639e-001	4.978285e+000	-3.889765e-002	4.789818e+000
6.348499999992413e-006	4.845605e+000	5.333566e-001	4.978509e+000	-4.397020e-002	4.739327e+000
6.383357142849513e-006	4.875233e+000	4.769655e-001	4.979172e+000	-5.462900e-002	4.627135e+000
6.418214285706615e-006	4.900266e+000	4.248469e-001	4.979938e+000	-6.483370e-002	4.512465e+000
6.453071428563716e-006	4.920705e+000	3.770009e-001	4.980807e+000	-7.458429e-002	4.395318e+000
6.487928571420818e-006	4.936550e+000	3.334274e-001	4.981779e+000	-8.388079e-002	4.275693e+000
6.522785714277918e-006	4.947800e+000	2.941264e-001	4.982855e+000	-9.272317e-002	4.153590e+000
