time	V(a)	V(b)	V(c)	V(d)	V(out)
6.557642857135020e-006	4.954456e+000	2.590980e-001	4.984034e+000	-1.011115e-001	4.029010e+000
6.592499999992121e-006	4.956517e+000	2.283421e-001	4.985315e+000	-1.090456e-001	3.901952e+000
6.610071428563528e-006	4.958536e+000	2.140313e-001	4.985893e+000	-1.131656e-001	3.838021e+000
6.627642857134936e-006	4.960362e+000	2.004654e-001	4.986464e+000	-1.171791e-001	3.773885e+000
6.645214285706344e-006	4.961996e+000	1.876443e-001	4.987029e+000	-1.210862e-001	3.709544e+000
6.662785714277751e-006	4.963436e+000	1.755680e-001	4.987587e+000	-1.248870e-001	3.644998e+000
6.680357142849158e-006	4.964684e+000	1.642366e-001	4.988139e+000	-1.285814e-001	3.580248e+000
6.697928571420567e-006	4.965738e+000	1.536499e-001	4.988684e+000	-1.321693e-001	3.515292e+000
6.715499999991974e-006	4.966600e+000	1.438081e-001	4.989223e+000	-1.356509e-001	3.450132e+000
6.727928571420531e-006	4.967187e+000	1.371920e-001	4.989651e+000	-1.376154e-001	3.404027e+000
6.740357142849087e-006	4.967741e+000	1.308520e-001	4.990134e+000	-1.386257e-001	3.357992e+000
6.752785714277643e-006	4.968263e+000	1.247880e-001	4.990669e+000	-1.386819e-001	3.312027e+000
6.765214285706200e-006	4.968751e+000	1.190001e-001	4.991259e+000	-1.377839e-001	3.266132e+000
6.777642857134757e-006	4.969208e+000	1.134882e-001	4.991902e+000	-1.359319e-001	3.220307e+000
6.790071428563313e-006	4.969631e+000	1.082523e-001	4.992598e+000	-1.331257e-001	3.174551e+000
6.802499999991870e-006	4.970022e+000	1.032926e-001	4.993349e+000	-1.293654e-001	3.128866e+000
6.813785714277571e-006	4.970364e+000	9.898954e-002	4.994094e+000	-1.246825e-001	3.087521e+000
6.825071428563271e-006	4.970696e+000	9.485800e-002	4.994892e+000	-1.185700e-001	3.046337e+000
6.836357142848972e-006	4.971016e+000	9.089792e-002	4.995741e+000	-1.110280e-001	3.005313e+000
6.847642857134673e-006	4.971325e+000	8.710931e-002	4.996643e+000	-1.020564e-001	2.964450e+000
6.858928571420374e-006	4.971623e+000	8.349217e-002	4.997597e+000	-9.165532e-002	2.923746e+000
6.870214285706075e-006	4.971910e+000	8.004649e-002	4.998603e+000	-7.982467e-002	2.883203e+000
6.881499999991775e-006	4.972186e+000	7.677229e-002	4.999660e+000	-6.656448e-002	2.842820e+000
6.887499999991768e-006	4.972331e+000	7.508569e-002	5.000247e+000	-5.875530e-002	2.821444e+000
6.893499999991761e-006	4.972474e+000	7.343810e-002	5.000849e+000	-5.042192e-002	2.800127e+000
6.899499999991754e-006	4.972616e+000	7.182950e-002	5.001468e+000	-4.156433e-002	2.778869e+000
6.905499999991747e-006	4.972756e+000	7.025991e-002	5.002103e+000	-3.218254e-002	2.757671e+000
6.911499999991740e-006	4.972894e+000	6.872932e-002	5.002754e+000	-2.227654e-002	2.736533e+000
6.917499999991732e-006	4.973031e+000	6.723774e-002	5.003422e+000	-1.184633e-002	2.715454e+000
6.923499999991725e-006	4.973166e+000	6.578515e-002	5.004106e+000	-8.919239e-004	2.694434e+000
6.925499999991723e-006	4.973210e+000	6.530835e-002	5.004337e+000	2.896453e-003	2.687442e+000
6.928499999991719e-006	4.973277e+000	6.460061e-002	5.004689e+000	8.699051e-003	2.676967e+000
6.935499999991711e-006	4.973431e+000	6.298625e-002	5.005525e+000	2.274358e-002	2.652587e+000
6.942499999991703e-006	4.973583e+000	6.141654e-002	5.006388e+000	3.766780e-002	2.628294e+000
6.949499999991694e-006	4.973734e+000	5.989146e-002	5.007279e+000	5.347171e-002	2.604087e+000
6.956499999991686e-006	4.973883e+000	5.841102e-002	5.008197e+000	7.015531e-002	2.579967e+000
6.963499999991677e-006	4.974030e+000	5.697522e-002	5.009143e+000	8.771860e-002	2.555934e+000
6.970499999991669e-006	4.974176e+000	5.558406e-002	5.010117e+000	1.061616e-001	2.531987e+000
6.977499999991661e-006	4.974319e+000	5.423754e-002	5.011119e+000	1.254842e-001	2.508127e+000
6.988785714277361e-006	4.974550e+000	5.215652e-002	5.012784e+000	1.584238e-001	2.469888e+000
7.000071428563062e-006	4.974773e+000	5.017140e-002	5.014562e+000	1.944178e-001	2.431808e+000
7.011357142848763e-006	4.974988e+000	4.828220e-002	5.016452e+000	2.334663e-001	2.393889e+000
7.022642857134464e-006	4.975196e+000	4.648891e-002	5.018454e+000	2.755694e-001	2.356130e+000
7.033928571420165e-006	4.975396e+000	4.479153e-002	5.020569e+000	3.207270e-001	2.318531e+000
7.045214285705866e-006	4.975590e+000	4.319006e-002	5.022796e+000	3.689391e-001	2.281091e+000
7.056499999991566e-006	4.975775e+000	4.168450e-002	5.025136e+000	4.202057e-001	2.243812e+000
7.064499999991557e-006	4.975897e+000	4.066860e-002	5.026906e+000	4.590451e-001	2.217324e+000
7.072499999991547e-006	4.976013e+000	3.969225e-002	5.028753e+000	4.997992e-001	2.190883e+000
7.080499999991538e-006	4.976122e+000	3.875547e-002	5.030676e+000	5.424678e-001	2.164490e+000
7.088499999991528e-006	4.976226e+000	3.785824e-002	5.032677e+000	5.870510e-001	2.138145e+000
7.096499999991518e-006	4.976323e+000	3.700057e-002	5.034754e+000	6.335487e-001	2.111848e+000
7.104499999991509e-006	4.976415e+000	3.618245e-002	5.036908e+000	6.819610e-001	2.085598e+000
7.112499999991499e-006	4.976500e+000	3.540390e-002	5.039139e+000	7.322879e-001	2.059396e+000
7.115499999991496e-006	4.976529e+000	3.511843e-002	5.039985e+000	7.515621e-001	2.049603e+000
7.122357142848630e-006	4.976589e+000	3.448328e-002	5.041944e+000	7.965014e-001	2.027272e+000
7.129214285705765e-006	4.976646e+000	3.387265e-002	5.043969e+000	8.428885e-001	2.005010e+000
7.136071428562899e-006	4.976697e+000	3.328652e-002	5.046060e+000	8.907232e-001	1.982819e+000
7.142928571420035e-006	4.976744e+000	3.272490e-002	5.048216e+000	9.400057e-001	1.960698e+000
7.149785714277169e-006	4.976786e+000	3.218779e-002	5.050438e+000	9.907358e-001	1.938647e+000
7.156642857134304e-006	4.976824e+000	3.167519e-002	5.052726e+000	1.042914e+000	1.916666e+000
7.163499999991438e-006	4.976857e+000	3.118710e-002	5.055079e+000	1.096539e+000	1.894755e+000
7.164499999991437e-006	4.976861e+000	3.111779e-002	5.055430e+000	1.104487e+000	1.891561e+000
7.174785714277139e-006	4.976915e+000	3.043078e-002	5.059055e+000	1.187619e+000	1.859076e+000
7.185071428562841e-006	4.976935e+000	2.979928e-002	5.062937e+000	1.274643e+000	1.826315e+000
7.195357142848543e-006	4.976921e+000	2.922327e-002	5.067076e+000	1.365560e+000	1.793276e+000
7.205642857134245e-006	4.976873e+000	2.870277e-002	5.071471e+000	1.460370e+000	1.759962e+000
7.215928571419947e-006	4.976792e+000	2.823777e-002	5.076123e+000	1.559073e+000	1.726371e+000
7.226214285705649e-006	4.976676e+000	2.782827e-002	5.081032e+000	1.661669e+000	1.692503e+000
7.236499999991351e-006	4.976527e+000	2.747427e-002	5.086197e+000	1.768158e+000	1.658359e+000
7.252499999991332e-006	4.976591e+000	2.703901e-002	5.094449e+000	1.940146e+000	1.608367e+000
7.268499999991313e-006	4.976732e+000	2.664321e-002	5.102798e+000	2.111267e+000	1.560534e+000
7.284499999991294e-006	4.976951e+000	2.628689e-002	5.111244e+000	2.281522e+000	1.514862e+000
7.300499999991275e-006	4.977248e+000	2.597003e-002	5.119786e+000	2.450910e+000	1.471349e+000
7.316499999991255e-006	4.977622e+000	2.569265e-002	5.128426e+000	2.619433e+000	1.429996e+000
7.332499999991236e-006	4.978075e+000	2.545474e-002	5.137162e+000	2.787089e+000	1.390804e+000
7.348499999991217e-006	4.978604e+000	2.525630e-002	5.145995e+000	2.953879e+000	1.353771e+000
7.361071428562630e-006	4.978904e+000	2.512844e-002	5.153232e+000	3.078769e+000	1.324387e+000
7.373642857134045e-006	4.979169e+000	2.499323e-002	5.160423e+000	3.199000e+000	1.295158e+000
7.386214285705458e-006	4.979399e+000	2.485069e-002	5.167568e+000	3.314571e+000	1.266086e+000
7.398785714276871e-006	4.979595e+000	2.470079e-002	5.174667e+000	3.425482e+000	1.237170e+000
7.411357142848285e-006	4.979755e+000	2.454355e-002	5.181720e+000	3.531735e+000	1.208409e+000
7.423928571419699e-006	4.979881e+000	2.437897e-002	5.188728e+000	3.633328e+000	1.179805e+000
7.436499999991112e-006	4.979972e+000	2.420704e-002	5.195690e+000	3.730261e+000	1.151356e+000
7.443357142848246e-006	4.980023e+000	2.415521e-002	5.199710e+000	3.781788e+000	1.135921e+000
7.450214285705381e-006	4.980059e+000	2.396929e-002	5.202764e+000	3.832348e+000	1.120561e+000
7.457071428562516e-006	4.980082e+000	2.364929e-002	5.204854e+000	3.881943e+000	1.105276e+000
7.463928571419651e-006	4.980090e+000	2.319522e-002	5.205979e+000	3.930571e+000	1.090066e+000
7.470785714276785e-006	4.980085e+000	2.260706e-002	5.206140e+000	3.978233e+000	1.074930e+000
7.477642857133920e-006	4.980065e+000	2.188482e-002	5.205335e+000	4.024928e+000	1.059870e+000
7.484499999991055e-006	4.980031e+000	2.102850e-002	5.203566e+000	4.070658e+000	1.044885e+000
7.493071428562473e-006	4.979959e+000	1.972302e-002	5.199816e+000	4.125466e+000	1.026121e+000
7.501642857133892e-006	4.979872e+000	1.827142e-002	5.194823e+000	4.177703e+000	1.007348e+000
7.510214285705310e-006	4.979770e+000	1.667371e-002	5.188587e+000	4.227368e+000	9.885665e-001
7.518785714276728e-006	4.979654e+000	1.492988e-002	5.181106e+000	4.274462e+000	9.697762e-001
7.527357142848146e-006	4.979523e+000	1.303993e-002	5.172382e+000	4.318983e+000	9.509772e-001
7.535928571419565e-006	4.979378e+000	1.100387e-002	5.162413e+000	4.360933e+000	9.321696e-001
7.544499999990983e-006	4.979218e+000	8.821700e-003	5.151201e+000	4.400311e+000	9.133532e-001
7.554214285705257e-006	4.979049e+000	6.372595e-003	5.138189e+000	4.441842e+000	8.920375e-001
7.563928571419531e-006	4.978890e+000	3.875309e-003	5.124181e+000	4.480850e+000	8.708495e-001
7.573642857133806e-006	4.978740e+000	1.329841e-003	5.109179e+000	4.517336e+000	8.497892e-001
7.583357142848079e-006	4.978599e+000	-1.263808e-003	5.093182e+000	4.551299e+000	8.288567e-001
7.593071428562353e-006	4.978468e+000	-3.905638e-003	5.076190e+000	4.582739e+000	8.080519e-001
7.602785714276627e-006	4.978346e+000	-6.595650e-003	5.058203e+000	4.611657e+000	7.873749e-001
7.612499999990902e-006	4.978233e+000	-9.333842e-003	5.039222e+000	4.638052e+000	7.668256e-001
7.629928571419452e-006	4.978089e+000	-1.420839e-002	5.003538e+000	4.679481e+000	7.303951e-001
7.647357142848003e-006	4.978007e+000	-1.910938e-002	4.965449e+000	4.716990e+000	6.949798e-001
7.664785714276554e-006	4.977985e+000	-2.403682e-002	4.924954e+000	4.750580e+000	6.605796e-001
7.682214285705103e-006	4.978025e+000	-2.899071e-002	4.882054e+000	4.780252e+000	6.271945e-001
7.699642857133654e-006	4.978126e+000	-3.397105e-002	4.836748e+000	4.806004e+000	5.948244e-001
7.717071428562205e-006	4.978288e+000	-3.897783e-002	4.789036e+000	4.827838e+000	5.634694e-001
7.734499999990756e-006	4.978511e+000	-4.401106e-002	4.738919e+000	4.845752e+000	5.331296e-001
7.769357142847857e-006	4.979175e+000	-5.466830e-002	4.626706e+000	4.875346e+000	4.767565e-001
7.804214285704957e-006	4.979941e+000	-6.487147e-002	4.512019e+000	4.900350e+000	4.246553e-001
7.839071428562059e-006	4.980811e+000	-7.462058e-002	4.394857e+000	4.920765e+000	3.768261e-001
7.873928571419161e-006	4.981784e+000	-8.391563e-002	4.275221e+000	4.936591e+000	3.332689e-001
7.908785714276262e-006	4.982860e+000	-9.275662e-002	4.153110e+000	4.947828e+000	2.939836e-001
7.943642857133362e-006	4.984038e+000	-1.011436e-001	4.028525e+000	4.954476e+000	2.589702e-001
7.978499999990464e-006	4.985320e+000	-1.090764e-001	3.901465e+000	4.956534e+000	2.282288e-001
7.996071428561871e-006	4.985897e+000	-1.131972e-001	3.837532e+000	4.958551e+000	2.139246e-001
8.013642857133279e-006	4.986468e+000	-1.172109e-001	3.773394e+000	4.960375e+000	2.003649e-001
8.031214285704686e-006	4.987033e+000	-1.211174e-001	3.709051e+000	4.962007e+000	1.875498e-001
8.048785714276095e-006	4.987591e+000	-1.249167e-001	3.644504e+000	4.963446e+000	1.754792e-001
8.066357142847502e-006	4.988143e+000	-1.286088e-001	3.579752e+000	4.964692e+000	1.641532e-001
8.083928571418910e-006	4.988689e+000	-1.321938e-001	3.514796e+000	4.965746e+000	1.535717e-001
8.101499999990317e-006	4.989228e+000	-1.356716e-001	3.449635e+000	4.966607e+000	1.437347e-001
8.113785714276017e-006	4.989652e+000	-1.376038e-001	3.404061e+000	4.967187e+000	1.371956e-001
8.126071428561716e-006	4.990128e+000	-1.386072e-001	3.358555e+000	4.967735e+000	1.309266e-001
8.138357142847416e-006	4.990656e+000	-1.386818e-001	3.313117e+000	4.968251e+000	1.249276e-001
8.150642857133115e-006	4.991237e+000	-1.378276e-001	3.267746e+000	4.968735e+000	1.191986e-001
8.162928571418815e-006	4.991870e+000	-1.360446e-001	3.222443e+000	4.969187e+000	1.137397e-001
8.175214285704514e-006	4.992556e+000	-1.333328e-001	3.177208e+000	4.969607e+000	1.085509e-001
8.187499999990214e-006	4.993293e+000	-1.296922e-001	3.132040e+000	4.969995e+000	1.036321e-001
8.188499999990213e-006	4.993357e+000	-1.293142e-001	3.128374e+000	4.970026e+000	1.032400e-001
8.199785714275915e-006	4.994103e+000	-1.246171e-001	3.087031e+000	4.970368e+000	9.893930e-002
8.211071428561614e-006	4.994902e+000	-1.184895e-001	3.045848e+000	4.970699e+000	9.480997e-002
8.222357142847316e-006	4.995752e+000	-1.109315e-001	3.004826e+000	4.971020e+000	9.085201e-002
8.233642857133016e-006	4.996654e+000	-1.019430e-001	2.963964e+000	4.971329e+000	8.706544e-002
8.244928571418717e-006	4.997609e+000	-9.152392e-002	2.923263e+000	4.971627e+000	8.345026e-002
8.256214285704417e-006	4.998615e+000	-7.967439e-002	2.882722e+000	4.971914e+000	8.000646e-002
8.267499999990119e-006	4.999674e+000	-6.639437e-002	2.842341e+000	4.972189e+000	7.673405e-002
8.273499999990111e-006	5.000260e+000	-5.857432e-002	2.820966e+000	4.972334e+000	7.504839e-002
8.279499999990104e-006	5.000863e+000	-5.022977e-002	2.799651e+000	4.972477e+000	7.340171e-002
8.285499999990097e-006	5.001482e+000	-4.136073e-002	2.778394e+000	4.972619e+000	7.179401e-002
8.291499999990090e-006	5.002117e+000	-3.196720e-002	2.757198e+000	4.972759e+000	7.022529e-002
8.297499999990083e-006	5.002769e+000	-2.204918e-002	2.736061e+000	4.972897e+000	6.869556e-002
8.303499999990076e-006	5.003436e+000	-1.160667e-002	2.714983e+000	4.973034e+000	6.720481e-002
8.309499999990068e-006	5.004121e+000	-6.396623e-004	2.693964e+000	4.973168e+000	6.575304e-002
8.311499999990066e-006	5.004353e+000	3.152989e-003	2.686973e+000	4.973213e+000	6.527649e-002
8.314499999990062e-006	5.004705e+000	8.962064e-003	2.676499e+000	4.973280e+000	6.456915e-002
8.321499999990054e-006	5.005541e+000	2.302198e-002	2.652121e+000	4.973434e+000	6.295571e-002
8.328499999990046e-006	5.006405e+000	3.796208e-002	2.627829e+000	4.973586e+000	6.138689e-002
8.335499999990037e-006	5.007296e+000	5.378238e-002	2.603624e+000	4.973737e+000	5.986269e-002
8.342499999990029e-006	5.008215e+000	7.048287e-002	2.579506e+000	4.973886e+000	5.838311e-002
8.349499999990021e-006	5.009162e+000	8.806355e-002	2.555474e+000	4.974033e+000	5.694815e-002
8.356499999990012e-006	5.010136e+000	1.065244e-001	2.531529e+000	4.974179e+000	5.555780e-002
8.363499999990004e-006	5.011138e+000	1.258655e-001	2.507670e+000	4.974322e+000	5.421208e-002
8.374785714275705e-006	5.012805e+000	1.588357e-001	2.469434e+000	4.974553e+000	5.213230e-002
8.386071428561405e-006	5.014584e+000	1.948624e-001	2.431357e+000	4.974775e+000	5.014840e-002
8.397357142847107e-006	5.016475e+000	2.339454e-001	2.393440e+000	4.974991e+000	4.826038e-002
8.408642857132807e-006	5.018479e+000	2.760849e-001	2.355682e+000	4.975199e+000	4.646823e-002
8.419928571418508e-006	5.020595e+000	3.212808e-001	2.318085e+000	4.975399e+000	4.477196e-002
8.431214285704208e-006	5.022824e+000	3.695332e-001	2.280647e+000	4.975592e+000	4.317156e-002
8.442499999989909e-006	5.025165e+000	4.208419e-001	2.243368e+000	4.975778e+000	4.166704e-002
8.450499999989900e-006	5.026936e+000	4.597135e-001	2.216880e+000	4.975899e+000	4.065187e-002
8.458499999989890e-006	5.028784e+000	5.004995e-001	2.190440e+000	4.976015e+000	3.967624e-002
8.466499999989881e-006	5.030709e+000	5.432001e-001	2.164047e+000	4.976124e+000	3.874014e-002
8.474499999989871e-006	5.032711e+000	5.878153e-001	2.137703e+000	4.976228e+000	3.784357e-002
8.482499999989862e-006	5.034789e+000	6.343449e-001	2.111407e+000	4.976325e+000	3.698654e-002
8.490499999989852e-006	5.036945e+000	6.827891e-001	2.085158e+000	4.976416e+000	3.616903e-002
8.498499999989842e-006	5.039177e+000	7.331479e-001	2.058958e+000	4.976501e+000	3.539107e-002
8.501499999989839e-006	5.040023e+000	7.524285e-001	2.049165e+000	4.976530e+000	3.510574e-002
8.518928571418390e-006	5.044928e+000	8.683694e-001	1.993357e+000	4.976718e+000	3.354062e-002
8.536357142846941e-006	5.050425e+000	9.946015e-001	1.937362e+000	4.976843e+000	3.213214e-002
8.553785714275491e-006	5.056514e+000	1.131125e+000	1.881181e+000	4.976904e+000	3.088028e-002
8.571214285704041e-006	5.063195e+000	1.277939e+000	1.824815e+000	4.976902e+000	2.978504e-002
8.588642857132591e-006	5.070467e+000	1.435045e+000	1.768262e+000	4.976836e+000	2.884643e-002
8.606071428561142e-006	5.078331e+000	1.602442e+000	1.711523e+000	4.976706e+000	2.806445e-002
8.623499999989693e-006	5.086786e+000	1.780131e+000	1.654599e+000	4.976512e+000	2.743909e-002
8.639214285703959e-006	5.094893e+000	1.949069e+000	1.605683e+000	4.976586e+000	2.701510e-002
8.654928571418227e-006	5.103094e+000	2.117170e+000	1.558845e+000	4.976734e+000	2.662904e-002
8.670642857132493e-006	5.111389e+000	2.284434e+000	1.514084e+000	4.976956e+000	2.628094e-002
8.686357142846761e-006	5.119779e+000	2.450861e+000	1.471401e+000	4.977251e+000	2.597077e-002
8.702071428561027e-006	5.128264e+000	2.616450e+000	1.430794e+000	4.977621e+000	2.569854e-002
8.717785714275295e-006	5.136843e+000	2.781203e+000	1.392265e+000	4.978065e+000	2.546425e-002
8.733499999989562e-006	5.145517e+000	2.945118e+000	1.355812e+000	4.978582e+000	2.526790e-002
8.746214285703831e-006	5.152828e+000	3.071720e+000	1.326079e+000	4.978888e+000	2.513763e-002
8.758928571418103e-006	5.160096e+000	3.193557e+000	1.296506e+000	4.979157e+000	2.500018e-002
8.771642857132373e-006	5.167318e+000	3.310630e+000	1.267093e+000	4.979392e+000	2.485556e-002
8.784357142846644e-006	5.174497e+000	3.422938e+000	1.237842e+000	4.979590e+000	2.470377e-002
8.797071428560914e-006	5.181631e+000	3.530483e+000	1.208752e+000	4.979754e+000	2.454480e-002
8.809785714275185e-006	5.188720e+000	3.633262e+000	1.179822e+000	4.979881e+000	2.437866e-002
8.822499999989455e-006	5.195765e+000	3.731278e+000	1.151053e+000	4.979973e+000	2.420534e-002
8.829357142846590e-006	5.199773e+000	3.782789e+000	1.135620e+000	4.980024e+000	2.415193e-002
8.836214285703724e-006	5.202813e+000	3.833332e+000	1.120262e+000	4.980060e+000	2.396418e-002
8.843071428560859e-006	5.204888e+000	3.882907e+000	1.104978e+000	4.980082e+000	2.364207e-002
8.849928571417994e-006	5.205996e+000	3.931515e+000	1.089769e+000	4.980090e+000	2.318561e-002
8.856785714275129e-006	5.206137e+000	3.979156e+000	1.074635e+000	4.980084e+000	2.259481e-002
8.863642857132263e-006	5.205312e+000	4.025829e+000	1.059576e+000	4.980064e+000	2.186965e-002
8.870499999989398e-006	5.203521e+000	4.071534e+000	1.044591e+000	4.980030e+000	2.101015e-002
8.879071428560816e-006	5.199749e+000	4.126303e+000	1.025827e+000	4.979957e+000	1.970167e-002
8.887642857132234e-006	5.194734e+000	4.178500e+000	1.007054e+000	4.979870e+000	1.824731e-002
8.896214285703652e-006	5.188477e+000	4.228125e+000	9.882722e-001	4.979768e+000	1.664708e-002
8.904785714275072e-006	5.180977e+000	4.275179e+000	9.694818e-001	4.979652e+000	1.490096e-002
8.913357142846490e-006	5.172234e+000	4.319661e+000	9.506829e-001	4.979521e+000	1.300896e-002
8.921928571417908e-006	5.162249e+000	4.361571e+000	9.318753e-001	4.979375e+000	1.097109e-002
8.930499999989326e-006	5.151021e+000	4.400909e+000	9.130590e-001	4.979215e+000	8.787329e-003
8.940071428560743e-006	5.138200e+000	4.441822e+000	8.920589e-001	4.979049e+000	6.374945e-003
8.949642857132160e-006	5.124411e+000	4.480280e+000	8.711819e-001	4.978892e+000	3.915353e-003
8.959214285703577e-006	5.109653e+000	4.516283e+000	8.504280e-001	4.978745e+000	1.408553e-003
8.968785714274995e-006	5.093927e+000	4.549831e+000	8.297972e-001	4.978606e+000	-1.145455e-003
8.978357142846412e-006	5.077232e+000	4.580925e+000	8.092895e-001	4.978476e+000	-3.746670e-003
8.987928571417829e-006	5.059569e+000	4.609565e+000	7.889049e-001	4.978355e+000	-6.395093e-003
8.997499999989246e-006	5.040937e+000	4.635749e+000	7.686434e-001	4.978242e+000	-9.090724e-003
9.015071428560653e-006	5.005070e+000	4.677765e+000	7.318764e-001	4.978095e+000	-1.400460e-002
9.032642857132061e-006	4.966758e+000	4.715782e+000	6.961393e-001	4.978009e+000	-1.894534e-002
9.050214285703468e-006	4.926000e+000	4.749801e+000	6.614321e-001	4.977985e+000	-2.391293e-002
9.067785714274877e-006	4.882796e+000	4.779823e+000	6.277548e-001	4.978024e+000	-2.890740e-002
9.085357142846284e-006	4.837147e+000	4.805846e+000	5.951075e-001	4.978125e+000	-3.392872e-002
9.102928571417692e-006	4.789052e+000	4.827871e+000	5.634901e-001	4.978287e+000	-3.897691e-002
9.120499999989099e-006	4.738512e+000	4.845899e+000	5.329026e-001	4.978512e+000	-4.405196e-002
9.133499999989083e-006	4.697678e+000	4.859364e+000	5.112619e-001	4.978698e+000	-4.813188e-002
9.146499999989068e-006	4.656296e+000	4.871661e+000	4.902422e-001	4.978911e+000	-5.213718e-002
9.159499999989052e-006	4.614366e+000	4.882792e+000	4.698436e-001	4.979152e+000	-5.606788e-002
9.172499999989037e-006	4.571888e+000	4.892756e+000	4.500661e-001	4.979420e+000	-5.992396e-002
9.185499999989021e-006	4.528861e+000	4.901552e+000	4.309096e-001	4.979716e+000	-6.370542e-002
9.198499999989006e-006	4.485287e+000	4.909182e+000	4.123743e-001	4.980039e+000	-6.741227e-002
9.211499999988990e-006	4.441164e+000	4.915644e+000	3.944600e-001	4.980390e+000	-7.104451e-002
9.212499999988989e-006	4.437764e+000	4.916133e+000	3.931085e-001	4.980418e+000	-7.131988e-002
9.243357142846095e-006	4.331201e+000	4.927871e+000	3.536642e-001	4.981378e+000	-7.946846e-002
9.274214285703200e-006	4.223462e+000	4.937926e+000	3.172024e-001	4.982351e+000	-8.738725e-002
9.305071428560307e-006	4.114548e+000	4.946297e+000	2.837233e-001	4.983336e+000	-9.507624e-002
9.335928571417413e-006	4.004456e+000	4.952986e+000	2.532269e-001	4.984334e+000	-1.025354e-001
9.366785714274520e-006	3.893189e+000	4.957991e+000	2.257130e-001	4.985345e+000	-1.097648e-001
9.397642857131624e-006	3.780745e+000	4.961312e+000	2.011818e-001	4.986368e+000	-1.167644e-001
9.428499999988731e-006	3.667125e+000	4.962951e+000	1.796333e-001	4.987403e+000	-1.235342e-001
9.440214285703002e-006	3.623944e+000	4.963793e+000	1.718955e-001	4.987741e+000	-1.264155e-001
9.451928571417274e-006	3.580718e+000	4.964581e+000	1.644505e-001	4.988094e+000	-1.290359e-001
9.463642857131545e-006	3.537449e+000	4.965312e+000	1.572985e-001	4.988461e+000	-1.313953e-001
9.475357142845818e-006	3.494135e+000	4.965988e+000	1.504393e-001	4.988844e+000	-1.334938e-001
9.487071428560089e-006	3.450778e+000	4.966609e+000	1.438729e-001	4.989241e+000	-1.353313e-001
9.498785714274362e-006	3.407376e+000	4.967174e+000	1.375995e-001	4.989653e+000	-1.369080e-001
9.510499999988633e-006	3.363931e+000	4.967684e+000	1.316188e-001	4.990080e+000	-1.382236e-001
9.522785714274333e-006	3.318404e+000	4.968189e+000	1.256283e-001	4.990589e+000	-1.388695e-001
9.535071428560032e-006	3.272983e+000	4.968668e+000	1.198885e-001	4.991156e+000	-1.383629e-001
9.547357142845732e-006	3.227669e+000	4.969123e+000	1.143993e-001	4.991782e+000	-1.367039e-001
9.559642857131431e-006	3.182461e+000	4.969552e+000	1.091607e-001	4.992466e+000	-1.338925e-001
9.571928571417131e-006	3.137360e+000	4.969957e+000	1.041728e-001	4.993209e+000	-1.299286e-001
9.584214285702830e-006	3.092365e+000	4.970336e+000	9.943564e-002	4.994010e+000	-1.248123e-001
9.596499999988530e-006	3.047477e+000	4.970691e+000	9.494909e-002	4.994870e+000	-1.185435e-001
9.606928571417089e-006	3.009518e+000	4.970983e+000	9.130191e-002	4.995650e+000	-1.119242e-001
9.617357142845648e-006	2.971713e+000	4.971268e+000	8.779138e-002	4.996476e+000	-1.039691e-001
9.627785714274208e-006	2.934062e+000	4.971545e+000	8.441750e-002	4.997348e+000	-9.467797e-002
9.638214285702765e-006	2.896565e+000	4.971814e+000	8.118027e-002	4.998264e+000	-8.405097e-002
9.648642857131324e-006	2.859222e+000	4.972075e+000	7.807969e-002	4.999227e+000	-7.208807e-002
9.659071428559883e-006	2.822034e+000	4.972329e+000	7.511575e-002	5.000235e+000	-5.878927e-002
9.669499999988443e-006	2.784999e+000	4.972576e+000	7.228847e-002	5.001288e+000	-4.415455e-002
9.673642857131294e-006	2.770342e+000	4.972672e+000	7.119456e-002	5.001721e+000	-3.786489e-002
9.677785714274148e-006	2.755715e+000	4.972769e+000	7.011860e-002	5.002162e+000	-3.131526e-002
9.681928571416999e-006	2.741116e+000	4.972864e+000	6.906059e-002	5.002611e+000	-2.450567e-002
9.686071428559851e-006	2.726546e+000	4.972959e+000	6.802053e-002	5.003068e+000	-1.743612e-002
9.690214285702703e-006	2.712005e+000	4.973053e+000	6.699841e-002	5.003532e+000	-1.010661e-002
9.694357142845556e-006	2.697494e+000	4.973146e+000	6.599424e-002	5.004005e+000	-2.517132e-003
9.698499999988408e-006	2.683011e+000	4.973238e+000	6.500801e-002	5.004486e+000	5.332305e-003
9.705214285702685e-006	2.659604e+000	4.973387e+000	6.344706e-002	5.005281e+000	1.860346e-002
9.711928571416964e-006	2.636277e+000	4.973534e+000	6.192754e-002	5.006101e+000	3.267453e-002
9.718642857131241e-006	2.613029e+000	4.973679e+000	6.044946e-002	5.006946e+000	4.754551e-002
9.725357142845519e-006	2.589861e+000	4.973822e+000	5.901281e-002	5.007817e+000	6.321641e-002
9.732071428559796e-006	2.566773e+000	4.973964e+000	5.761760e-002	5.008713e+000	7.968722e-002
9.738785714274075e-006	2.543765e+000	4.974104e+000	5.626383e-002	5.009633e+000	9.695794e-002
9.745499999988352e-006	2.520836e+000	4.974243e+000	5.495150e-002	5.010579e+000	1.150286e-001
9.756499999988339e-006	2.483485e+000	4.974469e+000	5.288755e-002	5.012176e+000	1.462982e-001
