time	V(1_a1)	V(2_a0)	V(3_b1)	V(4_b0)	V(5_c0)	V(6_q1)	V(7_q0)
2.387924720709160e-003	0.000000e+000	5.000000e+000	0.000000e+000	0.000000e+000	3.568793e-009	1.820221e-008	5.000000e+000
2.388924720709160e-003	0.000000e+000	5.000000e+000	0.000000e+000	0.000000e+000	3.568793e-009	1.820227e-008	5.000000e+000
2.499998000000000e-003	0.000000e+000	5.000000e+000	0.000000e+000	0.000000e+000	3.568798e-009	1.818868e-008	5.000000e+000
2.499999000000000e-003	0.000000e+000	5.000000e+000	0.000000e+000	0.000000e+000	3.568799e-009	1.818868e-008	5.000000e+000
2.499999002200000e-003	0.000000e+000	5.000000e+000	0.000000e+000	1.100000e-002	4.566452e-008	1.595918e-006	5.000163e+000
2.499999006600000e-003	0.000000e+000	5.000000e+000	0.000000e+000	3.300000e-002	1.298382e-007	4.752180e-006	5.000488e+000
2.499999043809875e-003	0.000000e+000	5.000000e+000	0.000000e+000	2.190494e-001	8.389663e-007	3.143648e-005	5.003522e+000
2.499999081019750e-003	0.000000e+000	5.000000e+000	0.000000e+000	4.050987e-001	1.543225e-006	5.802423e-005	5.006250e+000
2.499999118229624e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.911481e-001	2.242615e-006	8.451541e-005	5.008671e+000
2.499999155439499e-003	0.000000e+000	5.000000e+000	0.000000e+000	7.771975e-001	2.937135e-006	1.109100e-004	5.010786e+000
2.499999192649374e-003	0.000000e+000	5.000000e+000	0.000000e+000	9.632469e-001	3.626787e-006	1.372081e-004	5.012596e+000
2.499999229859249e-003	0.000000e+000	5.000000e+000	0.000000e+000	1.149296e+000	4.311569e-006	1.634096e-004	5.014099e+000
2.499999267069123e-003	0.000000e+000	5.000000e+000	0.000000e+000	1.335346e+000	4.991482e-006	1.895146e-004	5.015296e+000
2.499999298093521e-003	0.000000e+000	5.000000e+000	0.000000e+000	1.490468e+000	5.560018e-006	2.114061e-004	5.015999e+000
2.499999334160938e-003	0.000000e+000	5.000000e+000	0.000000e+000	1.670805e+000	6.229036e-006	2.372486e-004	5.016809e+000
2.499999426639307e-003	0.000000e+000	5.000000e+000	0.000000e+000	2.133197e+000	7.942114e-006	3.038232e-004	5.018842e+000
2.499999475692178e-003	0.000000e+000	5.000000e+000	0.000000e+000	2.378461e+000	8.836070e-006	3.388254e-004	5.019883e+000
2.499999525780292e-003	0.000000e+000	5.000000e+000	0.000000e+000	2.628901e+000	9.735858e-006	3.742607e-004	5.020895e+000
2.499999743131730e-003	0.000000e+000	5.000000e+000	0.000000e+000	3.715659e+000	1.349138e-005	5.243939e-004	5.024813e+000
2.499999850572458e-003	0.000000e+000	5.000000e+000	0.000000e+000	4.252862e+000	1.527642e-005	5.969098e-004	5.026737e+000
2.500000000000000e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.770286e-005	6.965416e-004	5.029467e+000
2.500000000815718e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.770183e-005	6.965472e-004	5.029469e+000
2.500000002447154e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.769977e-005	6.965584e-004	5.029476e+000
2.500000956604161e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.653426e-005	7.013699e-004	5.033222e+000
2.500001910761168e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.541569e-005	7.044969e-004	5.036838e+000
2.500002864918176e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.434408e-005	7.059393e-004	5.040326e+000
2.500003819075183e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.331941e-005	7.056972e-004	5.043685e+000
2.500004773232190e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.234170e-005	7.037706e-004	5.046916e+000
2.500005727389197e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.141093e-005	7.001595e-004	5.050017e+000
2.500006681546204e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.052711e-005	6.948638e-004	5.052990e+000
2.500011375188431e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	6.498036e-006	6.606901e-004	5.066541e+000
2.500015164240583e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.765144e-006	6.195363e-004	5.075969e+000
2.500019096591056e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.427197e-006	5.663982e-004	5.083889e+000
2.500023486123177e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-6.898681e-007	4.996767e-004	5.089504e+000
2.500028860542864e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.690208e-006	4.123029e-004	5.092161e+000
2.500034486184190e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.206210e-006	3.185318e-004	5.092062e+000
2.500039106941757e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.030530e-006	2.429070e-004	5.089727e+000
2.500043883497735e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.536660e-006	1.685304e-004	5.083980e+000
2.500048262668483e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.731155e-006	1.055414e-004	5.074204e+000
2.500055762568624e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.632298e-006	9.721663e-006	5.048122e+000
2.500065785932768e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.032017e-006	-9.898045e-005	5.001981e+000
2.500076262041902e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.069771e-006	-1.899292e-004	4.945328e+000
2.500086932061343e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.954006e-006	-2.597818e-004	4.883637e+000
2.500099112520718e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.705317e-006	-3.169444e-004	4.812582e+000
2.500109623715388e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-7.366519e-007	-3.495095e-004	4.752211e+000
2.500120413325434e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	7.408750e-008	-3.681745e-004	4.691108e+000
2.500134358312875e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	8.404793e-007	-3.779434e-004	4.612377e+000
2.500147961381570e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.295795e-006	-3.773094e-004	4.535524e+000
2.500165742579347e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.499872e-006	-3.701304e-004	4.435337e+000
2.500186965729919e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.428995e-006	-3.596394e-004	4.316649e+000
2.500204158554805e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.304221e-006	-3.469138e-004	4.221535e+000
2.500223071262210e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.159576e-006	-3.264341e-004	4.118148e+000
2.500260896677021e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	8.187318e-007	-2.788951e-004	3.912513e+000
2.500300991484295e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	4.456123e-007	-2.302454e-004	3.691897e+000
2.500341172442829e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.340364e-007	-1.902285e-004	3.461033e+000
2.500385938783967e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-7.850039e-008	-1.576603e-004	3.184652e+000
2.500428052956289e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.753155e-008	-1.239620e-004	2.903371e+000
2.500472506953987e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.639607e-007	-3.992801e-005	2.587129e+000
2.500521647997531e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.094178e-006	1.760447e-004	2.223692e+000
2.500578359590820e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.833651e-006	6.308586e-004	1.800739e+000
2.500634483748114e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.312212e-006	1.346133e-003	1.398896e+000
2.500690049592071e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.614962e-006	2.423400e-003	1.041555e+000
2.500747902139866e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.552661e-006	4.115792e-003	7.304848e-001
2.500804565193663e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.885069e-006	6.658066e-003	4.953403e-001
2.500868137135723e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.184954e-006	9.982829e-003	3.003731e-001
2.500901625478020e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.064301e-006	1.061903e-002	2.262790e-001
2.500941409739184e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	6.464787e-008	9.717744e-003	1.633663e-001
2.500978585741704e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.969806e-006	8.650622e-003	1.186788e-001
2.501004331375940e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.265262e-006	8.054124e-003	9.449959e-002
2.501016042578314e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.677617e-006	7.772719e-003	8.537529e-002
2.501026548867402e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.037106e-006	7.459736e-003	7.819602e-002
2.501038310910583e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.551564e-006	7.005143e-003	7.093176e-002
2.501051101819272e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-5.299873e-006	6.374058e-003	6.379747e-002
2.501063572136504e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-6.208388e-006	5.600225e-003	5.753667e-002
2.501075879093275e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-7.206088e-006	4.632703e-003	5.201198e-002
2.501091381373818e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-8.385530e-006	3.073775e-003	4.588229e-002
2.501112406219122e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-9.421408e-006	3.121952e-004	3.880602e-002
2.501143516468059e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-9.590058e-006	-5.065382e-003	3.025329e-002
2.501176404268285e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-8.365933e-006	-1.258583e-002	2.315882e-002
2.501211640900927e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-6.298652e-006	-2.321628e-002	1.739402e-002
2.501247448085558e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-4.399311e-006	-3.714627e-002	1.296354e-002
2.501278984287882e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.256857e-006	-5.284592e-002	1.000487e-002
2.501310336347969e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.636427e-006	-7.239285e-002	7.756237e-003
2.501341798012377e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.517134e-006	-9.419700e-002	5.998974e-003
2.501369233113423e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.490636e-006	-1.106381e-001	4.776451e-003
2.501387363810344e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.094366e-006	-1.154440e-001	4.115508e-003
2.501406889174167e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.169785e-006	-1.105522e-001	3.519813e-003
2.501428528189918e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.107246e-007	-9.295508e-002	2.954102e-003
2.501445487316394e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.495717e-006	-6.931044e-002	2.574404e-003
2.501463907172108e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.006149e-006	-3.351693e-002	2.221891e-003
2.501484318583754e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	4.532444e-006	1.928186e-002	1.895552e-003
2.501521242395181e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	6.567167e-006	1.431014e-001	1.409105e-003
2.501542169667305e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	7.135262e-006	2.319172e-001	1.183408e-003
2.501562919984578e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	7.186272e-006	3.361443e-001	1.002410e-003
2.501585937794332e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	6.803753e-006	4.645847e-001	8.358596e-004
2.501615450202954e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	5.767810e-006	6.471612e-001	6.610462e-004
2.501642672432098e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	4.551300e-006	8.315960e-001	5.285525e-004
2.501659219135982e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.816892e-006	9.518696e-001	4.618516e-004
2.501677199982521e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.113332e-006	1.089221e+000	4.012274e-004
2.501703740094135e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.260524e-006	1.301308e+000	3.270633e-004
2.501739410550937e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.407343e-006	1.599946e+000	2.468895e-004
2.501769992687995e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	9.304132e-007	1.865143e+000	1.930945e-004
2.501799350156929e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	6.728562e-007	2.123351e+000	1.532766e-004
2.501831328874520e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	5.318868e-007	2.402635e+000	1.199310e-004
2.501872108878622e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	4.531217e-007	2.745117e+000	8.885560e-005
2.501935416195184e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.933458e-007	3.232519e+000	5.572804e-005
2.501995077528331e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.473448e-007	3.628676e+000	3.558130e-005
2.502054978311986e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.966660e-007	3.952503e+000	2.332269e-005
2.502115114976065e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	2.306092e-007	4.206252e+000	1.586519e-005
2.502185348071388e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.287856e-007	4.424862e+000	1.082159e-005
2.502279094657617e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.124086e-008	4.626408e+000	7.202743e-006
2.502386445772016e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.688336e-007	4.778249e+000	5.131944e-006
2.502466122935900e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.508570e-007	4.849482e+000	4.403701e-006
2.502548197241451e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.047577e-007	4.895731e+000	4.037714e-006
2.502625496061629e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.072040e-007	4.925179e+000	3.839099e-006
2.502703672446410e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.716241e-007	4.945828e+000	3.715902e-006
2.502793333241483e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-2.240894e-007	4.962525e+000	3.620486e-006
2.502878247308610e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.830516e-007	4.973626e+000	3.552901e-006
2.502962419256270e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.469769e-007	4.981306e+000	3.498770e-006
2.503044727521005e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.163953e-007	4.986554e+000	3.452961e-006
2.503143385118968e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-8.580986e-008	4.990881e+000	3.402626e-006
2.503248679071105e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-6.011845e-008	4.993952e+000	3.351952e-006
2.503379600775780e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-3.693833e-008	4.996336e+000	3.292141e-006
2.503528463404521e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.968015e-008	4.997910e+000	3.227405e-006
2.503720633402519e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-7.152182e-009	4.998962e+000	3.148206e-006
2.503963091403398e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	1.637167e-010	4.999569e+000	3.054118e-006
2.504250416347796e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.113758e-009	4.999846e+000	2.950061e-006
2.504606439858962e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.808141e-009	4.999953e+000	2.831488e-006
2.505096067653424e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.747302e-009	4.999990e+000	2.728064e-006
2.505841456826473e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.606374e-009	4.999999e+000	2.676836e-006
2.999998000000000e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.568798e-009	5.000000e+000	7.353608e-008
2.999999000000000e-003	0.000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	3.568798e-009	5.000000e+000	7.353592e-008
2.999999002200000e-003	0.000000e+000	5.000000e+000	1.100000e-002	5.000000e+000	8.844618e-006	5.000004e+000	7.353592e-008
2.999999006600001e-003	0.000000e+000	5.000000e+000	3.300000e-002	5.000000e+000	2.651501e-005	5.000011e+000	7.353592e-008
2.999999015400001e-003	0.000000e+000	5.000000e+000	7.700001e-002	5.000000e+000	6.180310e-005	5.000027e+000	7.353591e-008
2.999999033000001e-003	0.000000e+000	5.000000e+000	1.650000e-001	5.000000e+000	1.321666e-004	5.000059e+000	7.353591e-008
2.999999068200003e-003	0.000000e+000	5.000000e+000	3.410000e-001	5.000000e+000	2.722522e-004	5.000131e+000	7.353590e-008
2.999999106067914e-003	0.000000e+000	5.000000e+000	5.303395e-001	5.000000e+000	4.219647e-004	5.000225e+000	7.353589e-008
2.999999158640213e-003	0.000000e+000	5.000000e+000	7.932011e-001	5.000000e+000	6.280439e-004	5.000390e+000	7.353589e-008
2.999999216720089e-003	0.000000e+000	5.000000e+000	1.083600e+000	5.000000e+000	8.538117e-004	5.000595e+000	7.353588e-008
2.999999242592632e-003	0.000000e+000	5.000000e+000	1.212963e+000	5.000000e+000	9.534652e-004	5.000662e+000	7.353587e-008
2.999999278996897e-003	0.000000e+000	5.000000e+000	1.394984e+000	5.000000e+000	1.092606e-003	5.000708e+000	7.353587e-008
2.999999304389506e-003	0.000000e+000	5.000000e+000	1.521948e+000	5.000000e+000	1.190282e-003	5.000729e+000	7.353586e-008
2.999999369068861e-003	0.000000e+000	5.000000e+000	1.845344e+000	5.000000e+000	1.443354e-003	5.000782e+000	7.353584e-008
2.999999404772873e-003	0.000000e+000	5.000000e+000	2.023864e+000	5.000000e+000	1.581876e-003	5.000811e+000	7.353584e-008
2.999999476180896e-003	0.000000e+000	5.000000e+000	2.380904e+000	5.000000e+000	1.855207e-003	5.000868e+000	7.353583e-008
2.999999558069427e-003	0.000000e+000	5.000000e+000	2.790347e+000	5.000000e+000	2.163414e-003	5.000934e+000	7.353582e-008
2.999999774020134e-003	0.000000e+000	5.000000e+000	3.870101e+000	5.000000e+000	2.940937e-003	5.001105e+000	7.353578e-008
3.000000000000000e-003	0.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.723461e-003	5.001282e+000	7.353574e-008
3.000000000817852e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.995911e+000	3.723248e-003	5.001281e+000	-9.971884e-005
3.000000002453557e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.987732e+000	3.722823e-003	5.001279e+000	-2.992892e-004
3.000000016941231e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.915294e+000	3.719059e-003	5.001266e+000	-2.063925e-003
3.000000031428903e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.842855e+000	3.715298e-003	5.001252e+000	-3.821068e-003
3.000000045916577e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.770417e+000	3.711541e-003	5.001239e+000	-5.570718e-003
3.000000060404249e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.697978e+000	3.707786e-003	5.001225e+000	-7.312876e-003
3.000000074891923e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.625540e+000	3.704035e-003	5.001211e+000	-9.047540e-003
3.000000089379595e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.553102e+000	3.700287e-003	5.001197e+000	-1.077471e-002
3.000000103867269e-003	0.000000e+000	5.000000e+000	5.000000e+000	4.480664e+000	3.696542e-003	5.001183e+000	-1.249439e-002
3.000000208552389e-003	0.000000e+000	5.000000e+000	5.000000e+000	3.957238e+000	3.669497e-003	5.001081e+000	-2.474828e-002
3.000000325838621e-003	0.000000e+000	5.000000e+000	5.000000e+000	3.370807e+000	3.639242e-003	5.000962e+000	-3.827296e-002
3.000000436862301e-003	0.000000e+000	5.000000e+000	5.000000e+000	2.815689e+000	3.610705e-003	5.000849e+000	-5.064485e-002
3.000000497403140e-003	0.000000e+000	5.000000e+000	5.000000e+000	2.512984e+000	3.595225e-003	5.000788e+000	-5.615228e-002
3.000000585064086e-003	0.000000e+000	5.000000e+000	5.000000e+000	2.074680e+000	3.572916e-003	5.000700e+000	-6.195900e-002
3.000000644614557e-003	0.000000e+000	5.000000e+000	5.000000e+000	1.776927e+000	3.557825e-003	5.000641e+000	-6.544293e-002
3.000000712887004e-003	0.000000e+000	5.000000e+000	5.000000e+000	1.435565e+000	3.540609e-003	5.000575e+000	-6.955782e-002
3.000000811280117e-003	0.000000e+000	5.000000e+000	5.000000e+000	9.435994e-001	3.515909e-003	5.000481e+000	-7.571759e-002
3.000000864423707e-003	0.000000e+000	5.000000e+000	5.000000e+000	6.778815e-001	3.502623e-003	5.000430e+000	-7.908785e-002
3.000000893712820e-003	0.000000e+000	5.000000e+000	5.000000e+000	5.314359e-001	3.495331e-003	5.000403e+000	-8.089098e-002
3.000000941421774e-003	0.000000e+000	5.000000e+000	5.000000e+000	2.928911e-001	3.483502e-003	5.000360e+000	-8.352874e-002
3.000001000000000e-003	0.000000e+000	5.000000e+000	5.000000e+000	1.005477e-009	3.469029e-003	5.000308e+000	-8.637284e-002
3.000001004435293e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.468051e-003	5.000308e+000	-8.606964e-002
3.000001013305879e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.466094e-003	5.000309e+000	-8.559446e-002
3.000001031047052e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.462181e-003	5.000312e+000	-8.501372e-002
3.000001061190313e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.455537e-003	5.000317e+000	-8.453958e-002
3.000001093128035e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.448503e-003	5.000321e+000	-8.440785e-002
3.000001150630766e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.435859e-003	5.000329e+000	-8.460657e-002
3.000001228549581e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.418772e-003	5.000339e+000	-8.523683e-002
3.000001364825540e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.389011e-003	5.000355e+000	-8.676317e-002
3.000001541910730e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.350598e-003	5.000375e+000	-8.905713e-002
3.000001837573856e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.287108e-003	5.000407e+000	-9.314340e-002
3.000002234422637e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.203210e-003	5.000447e+000	-9.866842e-002
3.000002883089501e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	3.069216e-003	5.000506e+000	-1.074114e-001
3.000003761494941e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	2.894002e-003	5.000578e+000	-1.184175e-001
3.000005158950024e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	2.629228e-003	5.000677e+000	-1.340390e-001
3.000007074398270e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	2.292851e-003	5.000785e+000	-1.522572e-001
3.000009987850710e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	1.832929e-003	5.000903e+000	-1.745640e-001
3.000013571935355e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	1.333155e-003	5.000998e+000	-1.957742e-001
3.000016187360636e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	1.015591e-003	5.001031e+000	-2.071201e-001
3.000018963323432e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	7.251145e-004	5.001031e+000	-2.154078e-001
3.000022378940441e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	4.139024e-004	5.001000e+000	-2.221072e-001
3.000024758142479e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	2.260307e-004	5.000963e+000	-2.245025e-001
3.000027369500579e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	4.590554e-005	5.000911e+000	-2.249573e-001
3.000029105128645e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-6.078771e-005	5.000873e+000	-2.241698e-001
3.000031121567689e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-1.706401e-004	5.000825e+000	-2.221782e-001
3.000033580304711e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-2.882626e-004	5.000762e+000	-2.185604e-001
3.000036276859592e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-3.981287e-004	5.000684e+000	-2.131108e-001
3.000039530544341e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-5.084075e-004	5.000579e+000	-2.047279e-001
3.000042289611098e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-5.837264e-004	5.000482e+000	-1.961097e-001
3.000045833559557e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-6.541712e-004	5.000347e+000	-1.828435e-001
3.000052921456475e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-7.378178e-004	5.000063e+000	-1.517619e-001
3.000062704616933e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-7.742550e-004	4.999648e+000	-1.018409e-001
3.000073622390006e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-7.413002e-004	4.999163e+000	-3.712532e-002
3.000083903092772e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-6.664775e-004	4.998704e+000	3.133336e-002
3.000096760441664e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-5.478991e-004	4.998172e+000	1.229287e-001
3.000107471775661e-003	0.000000e+000	5.000000e+000	5.000000e+000	0.000000e+000	-4.442065e-004	4.997790e+000	2.032707e-001
