v2	V(vo)
5.400000000000003e-001	5.000000e+000
5.500000000000003e-001	5.000000e+000
5.600000000000003e-001	5.000000e+000
5.700000000000003e-001	5.000000e+000
5.800000000000003e-001	5.000000e+000
5.900000000000003e-001	5.000000e+000
6.000000000000003e-001	5.000000e+000
6.100000000000003e-001	5.000000e+000
6.200000000000003e-001	5.000000e+000
6.300000000000003e-001	5.000000e+000
6.400000000000004e-001	5.000000e+000
6.500000000000004e-001	5.000000e+000
6.600000000000004e-001	5.000000e+000
6.700000000000004e-001	5.000000e+000
6.800000000000004e-001	5.000000e+000
6.900000000000004e-001	5.000000e+000
7.000000000000004e-001	5.000000e+000
7.100000000000004e-001	5.000000e+000
7.200000000000004e-001	5.000000e+000
7.300000000000004e-001	5.000000e+000
7.400000000000004e-001	5.000000e+000
7.500000000000004e-001	5.000000e+000
7.600000000000005e-001	5.000000e+000
7.700000000000005e-001	5.000000e+000
7.800000000000005e-001	5.000000e+000
7.900000000000005e-001	5.000000e+000
8.000000000000005e-001	5.000000e+000
8.100000000000005e-001	5.000000e+000
8.200000000000005e-001	5.000000e+000
8.300000000000005e-001	5.000000e+000
8.400000000000005e-001	5.000000e+000
8.500000000000005e-001	5.000000e+000
8.600000000000005e-001	5.000000e+000
8.700000000000006e-001	5.000000e+000
8.800000000000006e-001	5.000000e+000
8.900000000000006e-001	5.000000e+000
9.000000000000006e-001	5.000000e+000
9.100000000000006e-001	5.000000e+000
9.200000000000006e-001	5.000000e+000
9.300000000000006e-001	5.000000e+000
9.400000000000006e-001	5.000000e+000
9.500000000000006e-001	5.000000e+000
9.600000000000006e-001	5.000000e+000
9.700000000000006e-001	5.000000e+000
9.800000000000007e-001	5.000000e+000
9.900000000000007e-001	5.000000e+000
1.000000000000001e+000	5.000000e+000
1.010000000000001e+000	5.000000e+000
1.020000000000001e+000	5.000000e+000
1.030000000000001e+000	5.000000e+000
1.040000000000001e+000	5.000000e+000
1.050000000000001e+000	5.000000e+000
1.060000000000001e+000	5.000000e+000
1.070000000000001e+000	5.000000e+000
1.080000000000001e+000	5.000000e+000
1.090000000000001e+000	5.000000e+000
1.100000000000001e+000	5.000000e+000
1.110000000000001e+000	5.000000e+000
1.120000000000001e+000	5.000000e+000
1.130000000000001e+000	5.000000e+000
1.140000000000001e+000	5.000000e+000
1.150000000000001e+000	5.000000e+000
1.160000000000001e+000	5.000000e+000
1.170000000000001e+000	5.000000e+000
1.180000000000001e+000	5.000000e+000
1.190000000000001e+000	5.000000e+000
1.200000000000001e+000	5.000000e+000
1.210000000000001e+000	5.000000e+000
1.220000000000001e+000	5.000000e+000
1.230000000000001e+000	5.000000e+000
1.240000000000001e+000	5.000000e+000
1.250000000000001e+000	5.000000e+000
1.260000000000001e+000	5.000000e+000
1.270000000000001e+000	5.000000e+000
1.280000000000001e+000	5.000000e+000
1.290000000000001e+000	5.000000e+000
1.300000000000001e+000	5.000000e+000
1.310000000000001e+000	5.000000e+000
1.320000000000001e+000	5.000000e+000
1.330000000000001e+000	5.000000e+000
1.340000000000001e+000	5.000000e+000
1.350000000000001e+000	5.000000e+000
1.360000000000001e+000	5.000000e+000
1.370000000000001e+000	5.000000e+000
1.380000000000001e+000	5.000000e+000
1.390000000000001e+000	5.000000e+000
1.400000000000001e+000	5.000000e+000
1.410000000000001e+000	5.000000e+000
1.420000000000001e+000	5.000000e+000
1.430000000000001e+000	5.000000e+000
1.440000000000001e+000	5.000000e+000
1.450000000000001e+000	5.000000e+000
1.460000000000001e+000	5.000000e+000
1.470000000000001e+000	5.000000e+000
1.480000000000001e+000	5.000000e+000
1.490000000000001e+000	5.000000e+000
1.500000000000001e+000	5.000000e+000
1.510000000000001e+000	5.000000e+000
1.520000000000001e+000	5.000000e+000
1.530000000000001e+000	5.000000e+000
1.540000000000001e+000	5.000000e+000
1.550000000000001e+000	5.000000e+000
1.560000000000001e+000	5.000000e+000
1.570000000000001e+000	5.000000e+000
1.580000000000001e+000	5.000000e+000
1.590000000000001e+000	5.000000e+000
1.600000000000001e+000	5.000000e+000
1.610000000000001e+000	5.000000e+000
1.620000000000001e+000	5.000000e+000
1.630000000000001e+000	5.000000e+000
1.640000000000001e+000	5.000000e+000
1.650000000000001e+000	5.000000e+000
1.660000000000001e+000	5.000000e+000
1.670000000000001e+000	5.000000e+000
1.680000000000001e+000	5.000000e+000
1.690000000000001e+000	5.000000e+000
1.700000000000001e+000	5.000000e+000
1.710000000000001e+000	5.000000e+000
1.720000000000001e+000	5.000000e+000
1.730000000000001e+000	5.000000e+000
1.740000000000001e+000	5.000000e+000
1.750000000000001e+000	5.000000e+000
1.760000000000001e+000	5.000000e+000
1.770000000000001e+000	5.000000e+000
1.780000000000001e+000	4.999960e+000
1.790000000000001e+000	4.999839e+000
1.800000000000001e+000	4.999636e+000
1.810000000000001e+000	4.999349e+000
1.820000000000001e+000	4.998976e+000
1.830000000000001e+000	4.998518e+000
1.840000000000001e+000	4.997971e+000
1.850000000000001e+000	4.997334e+000
1.860000000000001e+000	4.996606e+000
1.870000000000001e+000	4.995785e+000
1.880000000000001e+000	4.994869e+000
1.890000000000002e+000	4.993857e+000
1.900000000000002e+000	4.992746e+000
1.910000000000002e+000	4.991536e+000
1.920000000000002e+000	4.990223e+000
1.930000000000002e+000	4.988806e+000
1.940000000000002e+000	4.987283e+000
1.950000000000002e+000	4.985651e+000
1.960000000000002e+000	4.983909e+000
1.970000000000002e+000	4.982054e+000
1.980000000000002e+000	4.980083e+000
1.990000000000002e+000	4.977995e+000
2.000000000000001e+000	4.975786e+000
2.010000000000001e+000	4.973455e+000
2.020000000000001e+000	4.970997e+000
2.030000000000001e+000	4.968411e+000
2.040000000000001e+000	4.965693e+000
2.050000000000000e+000	4.962841e+000
2.060000000000000e+000	4.959850e+000
2.070000000000000e+000	4.956718e+000
2.080000000000000e+000	4.953441e+000
2.089999999999999e+000	4.950016e+000
2.099999999999999e+000	4.946437e+000
2.109999999999999e+000	4.942702e+000
2.119999999999999e+000	4.938806e+000
2.129999999999999e+000	4.934745e+000
2.139999999999998e+000	4.930514e+000
2.149999999999998e+000	4.926107e+000
2.159999999999998e+000	4.921522e+000
2.169999999999998e+000	4.916750e+000
2.179999999999998e+000	4.911787e+000
2.189999999999997e+000	4.906627e+000
2.199999999999997e+000	4.901264e+000
2.209999999999997e+000	4.895690e+000
2.219999999999997e+000	4.889898e+000
2.229999999999996e+000	4.883882e+000
2.239999999999996e+000	4.877632e+000
2.249999999999996e+000	4.871141e+000
2.259999999999996e+000	4.864398e+000
2.269999999999996e+000	4.857396e+000
2.279999999999995e+000	4.850121e+000
2.289999999999995e+000	4.842565e+000
2.299999999999995e+000	4.834714e+000
2.309999999999995e+000	4.826556e+000
2.319999999999995e+000	4.818076e+000
2.329999999999994e+000	4.809259e+000
2.339999999999994e+000	4.800089e+000
2.349999999999994e+000	4.790549e+000
2.359999999999994e+000	4.780617e+000
2.369999999999993e+000	4.770274e+000
2.379999999999993e+000	4.759495e+000
2.389999999999993e+000	4.748254e+000
2.399999999999993e+000	4.736522e+000
2.409999999999993e+000	4.724268e+000
2.419999999999992e+000	4.711456e+000
2.429999999999992e+000	4.698044e+000
2.439999999999992e+000	4.683988e+000
2.449999999999992e+000	4.669235e+000
2.459999999999992e+000	4.653726e+000
2.469999999999991e+000	4.637393e+000
2.479999999999991e+000	4.620153e+000
2.489999999999991e+000	4.601912e+000
2.499999999999991e+000	4.582559e+000
2.509999999999991e+000	4.561955e+000
2.519999999999990e+000	4.539932e+000
2.529999999999990e+000	4.516283e+000
2.539999999999990e+000	4.490735e+000
2.549999999999990e+000	4.462931e+000
2.559999999999989e+000	4.432402e+000
2.569999999999989e+000	4.398449e+000
2.579999999999989e+000	4.360017e+000
2.589999999999989e+000	4.315470e+000
2.599999999999989e+000	4.261561e+000
2.609999999999988e+000	4.190289e+000
2.619999999999988e+000	4.064809e+000
2.629999999999988e+000	3.626992e+000
2.639999999999988e+000	3.155002e+000
2.649999999999988e+000	2.669112e+000
2.659999999999987e+000	2.169064e+000
2.669999999999987e+000	1.654604e+000
2.679999999999987e+000	1.125486e+000
2.689999999999987e+000	7.993057e-001
2.699999999999986e+000	7.159046e-001
2.709999999999986e+000	6.589934e-001
2.719999999999986e+000	6.136424e-001
2.729999999999986e+000	5.757149e-001
2.739999999999986e+000	5.426496e-001
2.749999999999985e+000	5.131558e-001
2.759999999999985e+000	4.865316e-001
2.769999999999985e+000	4.622186e-001
2.779999999999985e+000	4.398145e-001
2.789999999999985e+000	4.190432e-001
2.799999999999984e+000	3.996783e-001
2.809999999999984e+000	3.815391e-001
2.819999999999984e+000	3.644880e-001
2.829999999999984e+000	3.484075e-001
2.839999999999983e+000	3.331989e-001
2.849999999999983e+000	3.187824e-001
2.859999999999983e+000	3.050880e-001
2.869999999999983e+000	2.920550e-001
2.879999999999983e+000	2.796323e-001
2.889999999999982e+000	2.677742e-001
2.899999999999982e+000	2.564404e-001
2.909999999999982e+000	2.455958e-001
2.919999999999982e+000	2.352088e-001
2.929999999999982e+000	2.252507e-001
2.939999999999981e+000	2.156965e-001
2.949999999999981e+000	2.065231e-001
2.959999999999981e+000	1.977093e-001
2.969999999999981e+000	1.892365e-001
2.979999999999980e+000	1.810871e-001
2.989999999999980e+000	1.732451e-001
2.999999999999980e+000	1.656961e-001
3.009999999999980e+000	1.584264e-001
3.019999999999980e+000	1.514235e-001
3.029999999999979e+000	1.446759e-001
3.039999999999979e+000	1.381729e-001
3.049999999999979e+000	1.319044e-001
3.059999999999979e+000	1.258611e-001
3.069999999999979e+000	1.200343e-001
3.079999999999978e+000	1.144158e-001
3.089999999999978e+000	1.089980e-001
3.099999999999978e+000	1.037737e-001
3.109999999999978e+000	9.873603e-002
3.119999999999978e+000	9.387871e-002
3.129999999999977e+000	8.919570e-002
3.139999999999977e+000	8.468128e-002
3.149999999999977e+000	8.033011e-002
3.159999999999977e+000	7.613708e-002
3.169999999999976e+000	7.209734e-002
3.179999999999976e+000	6.820631e-002
3.189999999999976e+000	6.445964e-002
3.199999999999976e+000	6.085315e-002
3.209999999999976e+000	5.738289e-002
3.219999999999975e+000	5.404511e-002
3.229999999999975e+000	5.083619e-002
3.239999999999975e+000	4.775270e-002
3.249999999999975e+000	4.479135e-002
3.259999999999975e+000	4.194899e-002
3.269999999999974e+000	3.922262e-002
3.279999999999974e+000	3.660934e-002
3.289999999999974e+000	3.410639e-002
3.299999999999974e+000	3.171112e-002
3.309999999999973e+000	2.942096e-002
3.319999999999973e+000	2.723346e-002
3.329999999999973e+000	2.514628e-002
3.339999999999973e+000	2.315714e-002
3.349999999999973e+000	2.126384e-002
3.359999999999972e+000	1.946429e-002
3.369999999999972e+000	1.775646e-002
3.379999999999972e+000	1.613837e-002
3.389999999999972e+000	1.460816e-002
3.399999999999972e+000	1.316399e-002
3.409999999999971e+000	1.180409e-002
3.419999999999971e+000	1.052676e-002
3.429999999999971e+000	9.330360e-003
3.439999999999971e+000	8.213278e-003
3.449999999999970e+000	7.173979e-003
3.459999999999970e+000	6.210966e-003
3.469999999999970e+000	5.322785e-003
3.479999999999970e+000	4.508035e-003
3.489999999999970e+000	3.765353e-003
3.499999999999969e+000	3.093414e-003
3.509999999999969e+000	2.490937e-003
3.519999999999969e+000	1.956677e-003
3.529999999999969e+000	1.489421e-003
3.539999999999969e+000	1.087995e-003
3.549999999999968e+000	7.512573e-004
3.559999999999968e+000	4.780929e-004
3.569999999999968e+000	2.674241e-004
3.579999999999968e+000	1.181989e-004
3.589999999999967e+000	2.938667e-005
3.599999999999967e+000	3.741370e-010
3.609999999999967e+000	6.264783e-009
3.619999999999967e+000	6.230920e-009
3.629999999999967e+000	6.197420e-009
3.639999999999966e+000	6.164279e-009
3.649999999999966e+000	6.131490e-009
3.659999999999966e+000	6.099048e-009
3.669999999999966e+000	6.066948e-009
3.679999999999966e+000	6.035184e-009
3.689999999999965e+000	6.003751e-009
3.699999999999965e+000	5.972643e-009
3.709999999999965e+000	5.941856e-009
3.719999999999965e+000	5.911385e-009
3.729999999999965e+000	5.881225e-009
3.739999999999964e+000	5.851371e-009
3.749999999999964e+000	5.821819e-009
3.759999999999964e+000	5.792564e-009
3.769999999999964e+000	5.763601e-009
3.779999999999963e+000	5.734926e-009
3.789999999999963e+000	5.706535e-009
3.799999999999963e+000	5.678424e-009
3.809999999999963e+000	5.650589e-009
3.819999999999963e+000	5.623025e-009
3.829999999999962e+000	5.595729e-009
3.839999999999962e+000	5.568696e-009
3.849999999999962e+000	5.541924e-009
3.859999999999962e+000	5.515407e-009
3.869999999999962e+000	5.489143e-009
3.879999999999961e+000	5.463129e-009
3.889999999999961e+000	5.437359e-009
3.899999999999961e+000	5.411832e-009
3.909999999999961e+000	5.386543e-009
3.919999999999960e+000	5.361489e-009
3.929999999999960e+000	5.336668e-009
3.939999999999960e+000	5.312074e-009
3.949999999999960e+000	5.287707e-009
3.959999999999960e+000	5.263562e-009
3.969999999999959e+000	5.239637e-009
3.979999999999959e+000	5.215928e-009
3.989999999999959e+000	5.192433e-009
3.999999999999959e+000	5.169149e-009
4.009999999999959e+000	5.146072e-009
4.019999999999959e+000	5.123201e-009
4.029999999999959e+000	5.100532e-009
4.039999999999958e+000	5.078062e-009
4.049999999999958e+000	5.055790e-009
4.059999999999958e+000	5.033713e-009
4.069999999999958e+000	5.011827e-009
4.079999999999957e+000	4.990131e-009
4.089999999999957e+000	4.968622e-009
4.099999999999957e+000	4.947297e-009
4.109999999999957e+000	4.926155e-009
4.119999999999957e+000	4.905192e-009
4.129999999999956e+000	4.884408e-009
4.139999999999956e+000	4.863798e-009
4.149999999999956e+000	4.843362e-009
4.159999999999956e+000	4.823097e-009
4.169999999999956e+000	4.803001e-009
4.179999999999955e+000	4.783071e-009
4.189999999999955e+000	4.763306e-009
4.199999999999955e+000	4.743704e-009
4.209999999999955e+000	4.724263e-009
4.219999999999955e+000	4.704980e-009
4.229999999999954e+000	4.685854e-009
4.239999999999954e+000	4.666883e-009
4.249999999999954e+000	4.648065e-009
4.259999999999954e+000	4.629398e-009
4.269999999999953e+000	4.610881e-009
4.279999999999953e+000	4.592510e-009
4.289999999999953e+000	4.574286e-009
4.299999999999953e+000	4.556206e-009
4.309999999999953e+000	4.538268e-009
4.319999999999952e+000	4.520471e-009
4.329999999999952e+000	4.502813e-009
4.339999999999952e+000	4.485293e-009
4.349999999999952e+000	4.467907e-009
4.359999999999952e+000	4.450657e-009
4.369999999999951e+000	4.433539e-009
4.379999999999951e+000	4.416552e-009
4.389999999999951e+000	4.399695e-009
4.399999999999951e+000	4.382966e-009
4.409999999999950e+000	4.366364e-009
4.419999999999950e+000	4.349888e-009
4.429999999999950e+000	4.333534e-009
4.439999999999950e+000	4.317304e-009
4.449999999999950e+000	4.301195e-009
4.459999999999949e+000	4.285205e-009
4.469999999999949e+000	4.269334e-009
4.479999999999949e+000	4.253580e-009
4.489999999999949e+000	4.237942e-009
4.499999999999949e+000	4.222418e-009
4.509999999999948e+000	4.207008e-009
4.519999999999948e+000	4.191710e-009
4.529999999999948e+000	4.176522e-009
4.539999999999948e+000	4.161445e-009
4.549999999999947e+000	4.146475e-009
4.559999999999947e+000	4.131613e-009
4.569999999999947e+000	4.116858e-009
4.579999999999947e+000	4.102207e-009
4.589999999999947e+000	4.087660e-009
4.599999999999946e+000	4.073216e-009
4.609999999999946e+000	4.058874e-009
4.619999999999946e+000	4.044632e-009
4.629999999999946e+000	4.030490e-009
4.639999999999946e+000	4.016446e-009
4.649999999999945e+000	4.002501e-009
4.659999999999945e+000	3.988651e-009
4.669999999999945e+000	3.974897e-009
4.679999999999945e+000	3.961238e-009
4.689999999999944e+000	3.947672e-009
4.699999999999944e+000	3.934198e-009
4.709999999999944e+000	3.920817e-009
4.719999999999944e+000	3.907526e-009
4.729999999999944e+000	3.894325e-009
4.739999999999943e+000	3.881213e-009
4.749999999999943e+000	3.868188e-009
4.759999999999943e+000	3.855251e-009
4.769999999999943e+000	3.842401e-009
4.779999999999943e+000	3.829635e-009
4.789999999999942e+000	3.816954e-009
4.799999999999942e+000	3.804357e-009
4.809999999999942e+000	3.791842e-009
4.819999999999942e+000	3.779410e-009
4.829999999999942e+000	3.767059e-009
4.839999999999941e+000	3.754789e-009
4.849999999999941e+000	3.742598e-009
4.859999999999941e+000	3.730486e-009
4.869999999999941e+000	3.718452e-009
4.879999999999940e+000	3.706496e-009
4.889999999999940e+000	3.694616e-009
4.899999999999940e+000	3.682812e-009
4.909999999999940e+000	3.671083e-009
4.919999999999940e+000	3.659429e-009
4.929999999999939e+000	3.647848e-009
4.939999999999939e+000	3.636341e-009
4.949999999999939e+000	3.624906e-009
4.959999999999939e+000	3.613543e-009
4.969999999999939e+000	3.602250e-009
4.979999999999938e+000	3.591029e-009
4.989999999999938e+000	3.579876e-009
5.000000000000000e+000	3.568793e-009
