time	V(vin)	V(n001)
4.024000846178947e-005	5.000000e+000	1.806493e-002
4.474299017664814e-005	5.000000e+000	1.789520e-002
5.084970334951437e-005	5.000000e+000	1.783681e-002
5.999435316033548e-005	5.000000e+000	1.782368e-002
6.999435316033548e-005	5.000000e+000	1.782293e-002
5.000006397869514e-004	5.000000e+000	1.782300e-002
5.000010000000000e-004	5.000000e+000	1.782300e-002
5.000010222673802e-004	4.888663e+000	1.747716e-002
5.000010668021408e-004	4.665989e+000	1.678549e-002
5.000011558716617e-004	4.220642e+000	1.540222e-002
5.000013340107037e-004	3.329947e+000	1.263591e-002
5.000016086676124e-004	1.956662e+000	8.371084e-003
5.000016428808429e-004	1.785596e+000	7.839853e-003
5.000017113073038e-004	1.443463e+000	6.777422e-003
5.000018481602256e-004	7.591988e-001	4.652564e-003
5.000018770675705e-004	6.146622e-001	4.203733e-003
5.000019348822604e-004	3.255887e-001	3.306072e-003
5.000019430713232e-004	2.846434e-001	3.178924e-003
5.000019594494488e-004	2.027528e-001	2.924629e-003
5.000019706089996e-004	1.469550e-001	2.751361e-003
5.000019776808986e-004	1.115955e-001	2.641560e-003
5.000019858562019e-004	7.071899e-002	2.514627e-003
5.000020000000000e-004	0.000000e+000	2.295025e-003
5.000020014143798e-004	0.000000e+000	2.295033e-003
5.000020042431394e-004	0.000000e+000	2.295047e-003
5.031255288348034e-004	0.000000e+000	1.777435e-002
5.062490534264674e-004	0.000000e+000	3.320839e-002
5.093725780181314e-004	0.000000e+000	4.859719e-002
5.124961026097953e-004	0.000000e+000	6.394073e-002
5.156196272014593e-004	0.000000e+000	7.923902e-002
5.187431517931233e-004	0.000000e+000	9.449205e-002
5.218666763847873e-004	0.000000e+000	1.096998e-001
5.318666763847874e-004	0.000000e+000	1.581617e-001
5.418666763847874e-004	0.000000e+000	2.061650e-001
5.718666763847875e-004	0.000000e+000	3.473581e-001
6.247238192419305e-004	0.000000e+000	5.846783e-001
6.775809620990735e-004	0.000000e+000	8.112357e-001
7.304381049562165e-004	0.000000e+000	1.027030e+000
7.832952478133595e-004	0.000000e+000	1.232062e+000
8.361523906705025e-004	0.000000e+000	1.426331e+000
8.890095335276455e-004	0.000000e+000	1.609838e+000
9.418666763847884e-004	0.000000e+000	1.782582e+000
1.033295247813360e-003	0.000000e+000	2.058292e+000
1.124723819241932e-003	0.000000e+000	2.314380e+000
1.216152390670504e-003	0.000000e+000	2.550847e+000
1.307580962099075e-003	0.000000e+000	2.767691e+000
1.399009533527647e-003	0.000000e+000	2.964914e+000
1.490438104956219e-003	0.000000e+000	3.142514e+000
1.581866676384790e-003	0.000000e+000	3.300493e+000
1.674723819241933e-003	0.000000e+000	3.448256e+000
1.767580962099076e-003	0.000000e+000	3.585374e+000
1.860438104956220e-003	0.000000e+000	3.711846e+000
1.953295247813363e-003	0.000000e+000	3.827671e+000
2.046152390670506e-003	0.000000e+000	3.932850e+000
2.139009533527649e-003	0.000000e+000	4.027383e+000
2.231866676384792e-003	0.000000e+000	4.111270e+000
2.324723819241935e-003	0.000000e+000	4.188546e+000
2.417580962099078e-003	0.000000e+000	4.260253e+000
2.510438104956221e-003	0.000000e+000	4.326393e+000
2.603295247813364e-003	0.000000e+000	4.386964e+000
2.696152390670508e-003	0.000000e+000	4.441967e+000
2.789009533527651e-003	0.000000e+000	4.491402e+000
2.881866676384794e-003	0.000000e+000	4.535269e+000
2.977580962099080e-003	0.000000e+000	4.576824e+000
3.073295247813366e-003	0.000000e+000	4.615313e+000
3.169009533527651e-003	0.000000e+000	4.650738e+000
3.264723819241938e-003	0.000000e+000	4.683098e+000
3.360438104956224e-003	0.000000e+000	4.712393e+000
3.456152390670510e-003	0.000000e+000	4.738623e+000
3.551866676384795e-003	0.000000e+000	4.761787e+000
3.650438104956222e-003	0.000000e+000	4.783672e+000
3.749009533527649e-003	0.000000e+000	4.803905e+000
3.847580962099076e-003	0.000000e+000	4.822488e+000
3.946152390670503e-003	0.000000e+000	4.839420e+000
4.044723819241930e-003	0.000000e+000	4.854700e+000
4.143295247813357e-003	0.000000e+000	4.868330e+000
4.241866676384783e-003	0.000000e+000	4.880310e+000
4.347580962099064e-003	0.000000e+000	4.892031e+000
4.453295247813346e-003	0.000000e+000	4.902821e+000
4.559009533527627e-003	0.000000e+000	4.912678e+000
4.664723819241909e-003	0.000000e+000	4.921603e+000
4.770438104956190e-003	0.000000e+000	4.929597e+000
4.876152390670472e-003	0.000000e+000	4.936658e+000
4.981866676384753e-003	0.000000e+000	4.942787e+000
5.101866676384748e-003	0.000000e+000	4.949069e+000
5.221866676384743e-003	0.000000e+000	4.954803e+000
5.341866676384738e-003	0.000000e+000	4.959988e+000
5.461866676384733e-003	0.000000e+000	4.964625e+000
5.581866676384728e-003	0.000000e+000	4.968714e+000
5.701866676384723e-003	0.000000e+000	4.972255e+000
5.821866676384718e-003	0.000000e+000	4.975247e+000
5.969009533527569e-003	0.000000e+000	4.978499e+000
6.116152390670421e-003	0.000000e+000	4.981424e+000
6.263295247813272e-003	0.000000e+000	4.984021e+000
6.410438104956123e-003	0.000000e+000	4.986291e+000
6.557580962098975e-003	0.000000e+000	4.988234e+000
6.704723819241826e-003	0.000000e+000	4.989851e+000
6.851866676384676e-003	0.000000e+000	4.991139e+000
7.059009533527526e-003	0.000000e+000	4.992686e+000
7.266152390670374e-003	0.000000e+000	4.994039e+000
7.473295247813223e-003	0.000000e+000	4.995200e+000
7.680438104956072e-003	0.000000e+000	4.996167e+000
7.887580962098921e-003	0.000000e+000	4.996942e+000
8.094723819241770e-003	0.000000e+000	4.997524e+000
8.301866676384618e-003	0.000000e+000	4.997913e+000
8.751866676384600e-003	0.000000e+000	4.998668e+000
8.930171294043943e-003	0.000000e+000	4.998873e+000
9.108475911703285e-003	0.000000e+000	4.999056e+000
9.286780529362628e-003	0.000000e+000	4.999215e+000
9.465085147021973e-003	0.000000e+000	4.999350e+000
9.643389764681315e-003	0.000000e+000	4.999462e+000
9.821694382340658e-003	0.000000e+000	4.999551e+000
9.999999000000001e-003	0.000000e+000	4.999616e+000
1.000000000000000e-002	0.000000e+000	4.999616e+000
1.000000000220000e-002	1.100000e-002	4.999635e+000
1.000000000660000e-002	3.300000e-002	4.999673e+000
1.000000001540000e-002	7.700001e-002	4.999751e+000
1.000000002952832e-002	1.476416e-001	4.999875e+000
1.000000005778496e-002	2.889248e-001	5.000123e+000
1.000000009972418e-002	4.986209e-001	5.000491e+000
1.000000015195670e-002	7.597835e-001	5.000949e+000
1.000000021136701e-002	1.056835e+000	5.001471e+000
1.000000027158115e-002	1.357906e+000	5.001999e+000
1.000000039200942e-002	1.960047e+000	5.003055e+000
1.000000063286598e-002	3.164330e+000	5.005158e+000
1.000000069737891e-002	3.486895e+000	5.005717e+000
1.000000082640476e-002	4.132024e+000	5.006819e+000
1.000000100000000e-002	5.000000e+000	5.008285e+000
1.000000101239439e-002	5.000000e+000	5.008279e+000
1.000000103718316e-002	5.000000e+000	5.008266e+000
1.000011706989340e-002	5.000000e+000	4.951980e+000
1.000023310260363e-002	5.000000e+000	4.895758e+000
1.000034913531387e-002	5.000000e+000	4.839601e+000
1.000046516802410e-002	5.000000e+000	4.783510e+000
1.000058120073434e-002	5.000000e+000	4.727485e+000
1.000069723344457e-002	5.000000e+000	4.671524e+000
1.000081326615480e-002	5.000000e+000	4.615629e+000
1.000162554470400e-002	5.000000e+000	4.225759e+000
1.000267652999180e-002	5.000000e+000	3.725780e+000
1.000428029794623e-002	5.000000e+000	2.980888e+000
1.000594271498247e-002	5.000000e+000	2.260156e+000
1.000760573482999e-002	5.000000e+000	1.641988e+000
1.000955132824911e-002	5.000000e+000	1.091570e+000
1.001211959726150e-002	5.000000e+000	5.826938e-001
1.001357837295537e-002	5.000000e+000	3.910012e-001
1.001487763205456e-002	5.000000e+000	2.813325e-001
1.001636355402493e-002	5.000000e+000	1.951721e-001
1.001799649528405e-002	5.000000e+000	1.310120e-001
1.001952166650723e-002	5.000000e+000	9.154177e-002
1.002103743712185e-002	5.000000e+000	6.601883e-002
1.002253379354628e-002	5.000000e+000	4.952910e-002
1.002410853382436e-002	5.000000e+000	3.825810e-002
1.002573549877567e-002	5.000000e+000	3.079954e-002
1.002748955647615e-002	5.000000e+000	2.578733e-002
1.002937313122668e-002	5.000000e+000	2.254301e-002
1.003149121723867e-002	5.000000e+000	2.045238e-002
1.003389524588953e-002	5.000000e+000	1.918044e-002
1.003675864190181e-002	5.000000e+000	1.844453e-002
1.004024515578186e-002	5.000000e+000	1.806454e-002
1.004474997127877e-002	5.000000e+000	1.789505e-002
1.005086001472832e-002	5.000000e+000	1.783676e-002
1.006001090314004e-002	5.000000e+000	1.782368e-002
1.007001090314004e-002	5.000000e+000	1.782293e-002
1.050000000000000e-002	5.000000e+000	1.782300e-002
1.050000100000000e-002	5.000000e+000	1.782300e-002
1.050000102226739e-002	4.888663e+000	1.747716e-002
1.050000106680216e-002	4.665989e+000	1.678549e-002
1.050000115587171e-002	4.220642e+000	1.540222e-002
1.050000133401080e-002	3.329946e+000	1.263591e-002
1.050000160949186e-002	1.952541e+000	8.358322e-003
1.050000179310461e-002	1.034477e+000	5.507386e-003
1.050000200000000e-002	3.173881e-009	2.295016e-003
1.050000200004041e-002	0.000000e+000	2.295016e-003
1.050000200012123e-002	0.000000e+000	2.295017e-003
1.050000200125269e-002	0.000000e+000	2.295022e-003
1.050298018353665e-002	0.000000e+000	1.705574e-002
1.050595836582061e-002	0.000000e+000	3.177477e-002
1.050893654810458e-002	0.000000e+000	4.645211e-002
1.051191473038854e-002	0.000000e+000	6.108776e-002
1.051489291267251e-002	0.000000e+000	7.568171e-002
1.051787109495647e-002	0.000000e+000	9.023398e-002
1.052084927724044e-002	0.000000e+000	1.047446e-001
1.053084927724044e-002	0.000000e+000	1.532520e-001
1.054084927724044e-002	0.000000e+000	2.013026e-001
1.057084927724043e-002	0.000000e+000	3.426384e-001
1.062370642009758e-002	0.000000e+000	5.801987e-001
1.067656356295472e-002	0.000000e+000	8.069855e-001
1.072942070581186e-002	0.000000e+000	1.022999e+000
1.078227784866900e-002	0.000000e+000	1.228238e+000
1.083513499152614e-002	0.000000e+000	1.422705e+000
1.088799213438328e-002	0.000000e+000	1.606397e+000
1.094084927724042e-002	0.000000e+000	1.779316e+000
1.103227784866899e-002	0.000000e+000	2.055306e+000
1.112370642009756e-002	0.000000e+000	2.311654e+000
1.121513499152612e-002	0.000000e+000	2.548361e+000
1.130656356295469e-002	0.000000e+000	2.765425e+000
1.139799213438326e-002	0.000000e+000	2.962848e+000
1.148942070581183e-002	0.000000e+000	3.140628e+000
1.158084927724039e-002	0.000000e+000	3.298767e+000
1.167370642009753e-002	0.000000e+000	3.446681e+000
1.176656356295467e-002	0.000000e+000	3.583938e+000
1.185942070581181e-002	0.000000e+000	3.710538e+000
1.195227784866895e-002	0.000000e+000	3.826481e+000
1.204513499152609e-002	0.000000e+000	3.931767e+000
1.213799213438323e-002	0.000000e+000	4.026396e+000
1.223084927724037e-002	0.000000e+000	4.110368e+000
1.232370642009751e-002	0.000000e+000	4.187722e+000
1.241656356295465e-002	0.000000e+000	4.259502e+000
1.250942070581178e-002	0.000000e+000	4.325708e+000
1.260227784866892e-002	0.000000e+000	4.386341e+000
1.269513499152606e-002	0.000000e+000	4.441400e+000
1.278799213438320e-002	0.000000e+000	4.490885e+000
1.288084927724034e-002	0.000000e+000	4.534797e+000
1.297656356295462e-002	0.000000e+000	4.576394e+000
1.307227784866890e-002	0.000000e+000	4.614923e+000
1.316799213438319e-002	0.000000e+000	4.650384e+000
1.326370642009747e-002	0.000000e+000	4.682776e+000
1.335942070581175e-002	0.000000e+000	4.712101e+000
1.345513499152603e-002	0.000000e+000	4.738358e+000
1.355084927724031e-002	0.000000e+000	4.761546e+000
1.364942070581174e-002	0.000000e+000	4.783452e+000
1.374799213438316e-002	0.000000e+000	4.803706e+000
1.384656356295459e-002	0.000000e+000	4.822307e+000
1.394513499152601e-002	0.000000e+000	4.839256e+000
1.404370642009744e-002	0.000000e+000	4.854553e+000
1.414227784866886e-002	0.000000e+000	4.868197e+000
1.424084927724028e-002	0.000000e+000	4.880188e+000
1.434656356295457e-002	0.000000e+000	4.891922e+000
1.445227784866885e-002	0.000000e+000	4.902722e+000
1.455799213438313e-002	0.000000e+000	4.912590e+000
1.466370642009741e-002	0.000000e+000	4.921524e+000
1.476942070581169e-002	0.000000e+000	4.929525e+000
1.487513499152597e-002	0.000000e+000	4.936593e+000
1.498084927724025e-002	0.000000e+000	4.942729e+000
1.510084927724025e-002	0.000000e+000	4.949017e+000
1.522084927724024e-002	0.000000e+000	4.954757e+000
1.534084927724024e-002	0.000000e+000	4.959947e+000
1.546084927724024e-002	0.000000e+000	4.964589e+000
1.558084927724023e-002	0.000000e+000	4.968683e+000
1.570084927724023e-002	0.000000e+000	4.972227e+000
1.582084927724022e-002	0.000000e+000	4.975223e+000
1.596799213438307e-002	0.000000e+000	4.978477e+000
1.611513499152592e-002	0.000000e+000	4.981405e+000
1.626227784866878e-002	0.000000e+000	4.984005e+000
1.640942070581163e-002	0.000000e+000	4.986277e+000
1.655656356295448e-002	0.000000e+000	4.988222e+000
1.670370642009733e-002	0.000000e+000	4.989840e+000
1.685084927724018e-002	0.000000e+000	4.991131e+000
1.710084927724017e-002	0.000000e+000	4.993088e+000
1.732799213438302e-002	0.000000e+000	4.994384e+000
1.755513499152587e-002	0.000000e+000	4.995510e+000
1.778227784866871e-002	0.000000e+000	4.996466e+000
1.800942070581156e-002	0.000000e+000	4.997251e+000
1.823656356295441e-002	0.000000e+000	4.997866e+000
1.846370642009726e-002	0.000000e+000	4.998310e+000
1.869084927724011e-002	0.000000e+000	4.998584e+000
1.887787066620580e-002	0.000000e+000	4.998812e+000
1.906489205517150e-002	0.000000e+000	4.999012e+000
1.925191344413720e-002	0.000000e+000	4.999186e+000
1.943893483310290e-002	0.000000e+000	4.999334e+000
1.962595622206860e-002	0.000000e+000	4.999454e+000
1.981297761103430e-002	0.000000e+000	4.999548e+000
1.999999900000000e-002	0.000000e+000	4.999616e+000
2.000000000000000e-002	0.000000e+000	4.999616e+000
2.000000000220000e-002	1.100000e-002	4.999635e+000
2.000000000660000e-002	3.300001e-002	4.999673e+000
2.000000001540000e-002	7.700001e-002	4.999751e+000
2.000000002733441e-002	1.366721e-001	4.999856e+000
2.000000005120324e-002	2.560162e-001	5.000065e+000
2.000000009894088e-002	4.947044e-001	5.000484e+000
2.000000015543399e-002	7.771699e-001	5.000980e+000
2.000000021604078e-002	1.080204e+000	5.001512e+000
2.000000028169876e-002	1.408494e+000	5.002089e+000
2.000000041301472e-002	2.065073e+000	5.003238e+000
2.000000067564664e-002	3.378233e+000	5.005512e+000
2.000000100000000e-002	5.000000e+000	5.008278e+000
2.000000101239450e-002	5.000000e+000	5.008273e+000
2.000000103718350e-002	5.000000e+000	5.008261e+000
2.000011707093648e-002	5.000000e+000	4.951973e+000
2.000023310468948e-002	5.000000e+000	4.895751e+000
2.000034913844246e-002	5.000000e+000	4.839594e+000
2.000046517219545e-002	5.000000e+000	4.783502e+000
2.000058120594844e-002	5.000000e+000	4.727476e+000
2.000069723970143e-002	5.000000e+000	4.671515e+000
2.000081327345442e-002	5.000000e+000	4.615619e+000
2.000162555930334e-002	5.000000e+000	4.225746e+000
2.000267656644036e-002	5.000000e+000	3.725756e+000
2.000428032542386e-002	5.000000e+000	2.980870e+000
2.000594274418743e-002	5.000000e+000	2.260139e+000
2.000760577001511e-002	5.000000e+000	1.641972e+000
2.000955137054139e-002	5.000000e+000	1.091557e+000
2.001211966982464e-002	5.000000e+000	5.826812e-001
2.001357841911685e-002	5.000000e+000	3.909949e-001
2.001487766883642e-002	5.000000e+000	2.813288e-001
2.001636359516699e-002	5.000000e+000	1.951695e-001
2.001799653305496e-002	5.000000e+000	1.310103e-001
2.001952170591197e-002	5.000000e+000	9.154066e-002
2.002103747463023e-002	5.000000e+000	6.601814e-002
2.002253383376085e-002	5.000000e+000	4.952862e-002
2.002410857463611e-002	5.000000e+000	3.825779e-002
2.002573554390334e-002	5.000000e+000	3.079933e-002
2.002748960479079e-002	5.000000e+000	2.578719e-002
2.002937318687615e-002	5.000000e+000	2.254292e-002
2.003149128066283e-002	5.000000e+000	2.045232e-002
2.003389532301109e-002	5.000000e+000	1.918041e-002
2.003675873615851e-002	5.000000e+000	1.844451e-002
2.004024527862437e-002	5.000000e+000	1.806454e-002
2.004475013592586e-002	5.000000e+000	1.789505e-002
2.005086025533174e-002	5.000000e+000	1.783676e-002
2.006001128600809e-002	5.000000e+000	1.782368e-002
2.007001128600809e-002	5.000000e+000	1.782293e-002
2.049999993751257e-002	5.000000e+000	1.782300e-002
2.050000100000000e-002	5.000000e+000	1.782300e-002
2.050000102353233e-002	4.882339e+000	1.745751e-002
2.050000107059697e-002	4.647015e+000	1.672655e-002
2.050000116472627e-002	4.176369e+000	1.526472e-002
2.050000135298486e-002	3.235076e+000	1.234128e-002
2.050000162995209e-002	1.850240e+000	8.040634e-003
2.050000179467176e-002	1.026641e+000	5.483056e-003
2.050000200000000e-002	3.173881e-009	2.295020e-003
2.050000200004010e-002	0.000000e+000	2.295021e-003
2.050000200012031e-002	0.000000e+000	2.295021e-003
2.050000200124320e-002	0.000000e+000	2.295027e-003
2.050296844583681e-002	0.000000e+000	1.699770e-002
2.050593489043041e-002	0.000000e+000	3.165897e-002
2.050890133502402e-002	0.000000e+000	4.627883e-002
2.051186777961762e-002	0.000000e+000	6.085728e-002
2.051483422421123e-002	0.000000e+000	7.539432e-002
2.051780066880483e-002	0.000000e+000	8.988995e-002
2.052076711339844e-002	0.000000e+000	1.043442e-001
2.053076711339844e-002	0.000000e+000	1.528552e-001
2.054076711339843e-002	0.000000e+000	2.009097e-001
2.057076711339843e-002	0.000000e+000	3.422570e-001
2.062362425625557e-002	0.000000e+000	5.798368e-001
2.067648139911272e-002	0.000000e+000	8.066421e-001
2.072933854196985e-002	0.000000e+000	1.022673e+000
2.078219568482700e-002	0.000000e+000	1.227929e+000
2.083505282768414e-002	0.000000e+000	1.422411e+000
2.088790997054128e-002	0.000000e+000	1.606119e+000
2.094076711339842e-002	0.000000e+000	1.779052e+000
2.103219568482699e-002	0.000000e+000	2.055065e+000
2.112362425625555e-002	0.000000e+000	2.311434e+000
2.121505282768412e-002	0.000000e+000	2.548160e+000
2.130648139911269e-002	0.000000e+000	2.765242e+000
2.139790997054126e-002	0.000000e+000	2.962681e+000
2.148933854196982e-002	0.000000e+000	3.140476e+000
2.158076711339839e-002	0.000000e+000	3.298628e+000
2.167362425625553e-002	0.000000e+000	3.446554e+000
2.176648139911267e-002	0.000000e+000	3.583822e+000
2.185933854196981e-002	0.000000e+000	3.710432e+000
2.195219568482695e-002	0.000000e+000	3.826385e+000
2.204505282768409e-002	0.000000e+000	3.931679e+000
2.213790997054123e-002	0.000000e+000	4.026316e+000
2.223076711339837e-002	0.000000e+000	4.110295e+000
2.232362425625550e-002	0.000000e+000	4.187656e+000
2.241648139911264e-002	0.000000e+000	4.259442e+000
2.250933854196978e-002	0.000000e+000	4.325653e+000
2.260219568482692e-002	0.000000e+000	4.386291e+000
2.269505282768406e-002	0.000000e+000	4.441354e+000
2.278790997054120e-002	0.000000e+000	4.490844e+000
2.288076711339834e-002	0.000000e+000	4.534759e+000
2.297648139911262e-002	0.000000e+000	4.576359e+000
2.307219568482690e-002	0.000000e+000	4.614891e+000
2.316790997054119e-002	0.000000e+000	4.650355e+000
2.326362425625547e-002	0.000000e+000	4.682751e+000
2.335933854196975e-002	0.000000e+000	4.712078e+000
2.345505282768403e-002	0.000000e+000	4.738336e+000
2.355076711339831e-002	0.000000e+000	4.761527e+000
2.364933854196974e-002	0.000000e+000	4.783435e+000
2.374790997054116e-002	0.000000e+000	4.803690e+000
2.384648139911259e-002	0.000000e+000	4.822293e+000
2.394505282768401e-002	0.000000e+000	4.839243e+000
2.404362425625543e-002	0.000000e+000	4.854541e+000
2.414219568482686e-002	0.000000e+000	4.868186e+000
2.424076711339828e-002	0.000000e+000	4.880178e+000
2.434648139911257e-002	0.000000e+000	4.891913e+000
2.445219568482685e-002	0.000000e+000	4.902714e+000
2.455790997054113e-002	0.000000e+000	4.912582e+000
2.466362425625541e-002	0.000000e+000	4.921517e+000
2.476933854196969e-002	0.000000e+000	4.929519e+000
2.487505282768397e-002	0.000000e+000	4.936588e+000
2.498076711339825e-002	0.000000e+000	4.942724e+000
2.504219568482682e-002	0.000000e+000	4.946101e+000
2.510362425625539e-002	0.000000e+000	4.949303e+000
2.516505282768396e-002	0.000000e+000	4.952331e+000
2.522648139911253e-002	0.000000e+000	4.955185e+000
2.528790997054110e-002	0.000000e+000	4.957865e+000
2.534933854196967e-002	0.000000e+000	4.960370e+000
2.541076711339824e-002	0.000000e+000	4.962701e+000
2.542076711339824e-002	0.000000e+000	4.963071e+000
2.555219568482680e-002	0.000000e+000	4.967467e+000
2.568362425625537e-002	0.000000e+000	4.971453e+000
2.581505282768393e-002	0.000000e+000	4.975031e+000
2.594648139911250e-002	0.000000e+000	4.978199e+000
2.607790997054107e-002	0.000000e+000	4.980958e+000
2.620933854196963e-002	0.000000e+000	4.983308e+000
2.634076711339820e-002	0.000000e+000	4.985248e+000
2.651505282768391e-002	0.000000e+000	4.987485e+000
2.668933854196961e-002	0.000000e+000	4.989471e+000
2.686362425625532e-002	0.000000e+000	4.991206e+000
2.703790997054103e-002	0.000000e+000	4.992689e+000
2.721219568482674e-002	0.000000e+000	4.993921e+000
2.738648139911244e-002	0.000000e+000	4.994901e+000
2.756076711339815e-002	0.000000e+000	4.995631e+000
2.783219568482671e-002	0.000000e+000	4.996566e+000
2.810362425625527e-002	0.000000e+000	4.997367e+000
2.837505282768383e-002	0.000000e+000	4.998032e+000
2.864648139911239e-002	0.000000e+000	4.998562e+000
2.891790997054095e-002	0.000000e+000	4.998957e+000
2.918933854196951e-002	0.000000e+000	4.999217e+000
2.946076711339807e-002	0.000000e+000	4.999342e+000
2.999999944287288e-002	0.000000e+000	4.999616e+000
3.000000000000000e-002	0.000000e+000	4.999616e+000
3.000000000122568e-002	6.128396e-003	4.999626e+000
3.000000000367704e-002	1.838519e-002	4.999648e+000
3.000000000857975e-002	4.289877e-002	4.999691e+000
3.000000001410176e-002	7.050881e-002	4.999740e+000
3.000000002514577e-002	1.257289e-001	4.999836e+000
3.000000004723380e-002	2.361690e-001	5.000030e+000
3.000000009140985e-002	4.570493e-001	5.000418e+000
3.000000013937752e-002	6.968876e-001	5.000839e+000
3.000000018394445e-002	9.197223e-001	5.001230e+000
3.000000023787049e-002	1.189353e+000	5.001704e+000
3.000000034041174e-002	1.702059e+000	5.002603e+000
3.000000054549425e-002	2.727471e+000	5.004397e+000
3.000000067165171e-002	3.358258e+000	5.005490e+000
3.000000092396664e-002	4.619833e+000	5.007644e+000
3.000000100000000e-002	5.000000e+000	5.008284e+000
3.000000100286211e-002	5.000000e+000	5.008282e+000
3.000000100858632e-002	5.000000e+000	5.008279e+000
3.000010819035498e-002	5.000000e+000	4.956284e+000
3.000021537212365e-002	5.000000e+000	4.904344e+000
3.000032255389231e-002	5.000000e+000	4.852460e+000
3.000042973566097e-002	5.000000e+000	4.800631e+000
3.000053691742963e-002	5.000000e+000	4.748858e+000
3.000064409919830e-002	5.000000e+000	4.697140e+000
3.000075128096696e-002	5.000000e+000	4.645478e+000
3.000150156479603e-002	5.000000e+000	4.285078e+000
3.000250709930405e-002	5.000000e+000	3.806010e+000
3.000412629459795e-002	5.000000e+000	3.050807e+000
3.000577581282405e-002	5.000000e+000	2.328096e+000
3.000741462455666e-002	5.000000e+000	1.706306e+000
3.000933315651934e-002	5.000000e+000	1.143816e+000
3.001178693373642e-002	5.000000e+000	6.337256e-001
3.001335391489544e-002	5.000000e+000	4.159015e-001
3.001468926729092e-002	5.000000e+000	2.956990e-001
3.001616002438676e-002	5.000000e+000	2.055726e-001
3.001780522450683e-002	5.000000e+000	1.373681e-001
3.001932512488378e-002	5.000000e+000	9.580078e-002
3.002084750789576e-002	5.000000e+000	6.871972e-002
3.002233441967886e-002	5.000000e+000	5.138806e-002
3.002390661208066e-002	5.000000e+000	3.947299e-002
3.002551807232711e-002	5.000000e+000	3.162783e-002
3.002726001702599e-002	5.000000e+000	2.632383e-002
3.002911689553786e-002	5.000000e+000	2.289665e-002
3.003120591273706e-002	5.000000e+000	2.067145e-002
3.003355982698286e-002	5.000000e+000	1.931298e-002
3.003635968525172e-002	5.000000e+000	1.851675e-002
3.003974172411376e-002	5.000000e+000	1.810001e-002
3.004409306305089e-002	5.000000e+000	1.790907e-002
3.004992792947823e-002	5.000000e+000	1.784078e-002
3.005856584485915e-002	5.000000e+000	1.782420e-002
3.006856584485915e-002	5.000000e+000	1.782292e-002
3.050000000000000e-002	5.000000e+000	1.782300e-002
3.050000100000000e-002	5.000000e+000	1.782300e-002
3.050000102226739e-002	4.888663e+000	1.747716e-002
3.050000106680216e-002	4.665989e+000	1.678549e-002
3.050000115587170e-002	4.220642e+000	1.540222e-002
3.050000133401079e-002	3.329946e+000	1.263591e-002
3.050000161274774e-002	1.936261e+000	8.307768e-003
3.050000179259942e-002	1.037003e+000	5.515230e-003
3.050000200000000e-002	3.173881e-009	2.295016e-003
3.050000200004051e-002	0.000000e+000	2.295016e-003
